6,688,0,3,65,114,102,122,253,32,0.9827089337175793:1,196,
6,692,0,4,56,112,111,116,259,38,0.9438202247191011:1,208,
6,736,0,5,88,117,125,154,224,28,0.9891891891891892:1,171,
6,717,0,4,70,110,123,138,251,25,0.9326145552560647:1,193,
6,706,0,5,71,110,113,133,250,29,0.9029649595687331:1,203,
6,699,0,3,72,109,112,123,253,30,1.0619469026548674:1,214,
6,664,0,3,77,118,98,119,227,25,1.0121212121212122:1,174,
6,673,0,4,75,119,94,116,242,27,0.9394812680115274:1,188,
6,685,0,10,79,122,91,118,247,28,1.0948012232415902:1,194,
6,656,0,6,60,110,102,126,234,24,1.1866666666666668:1,185,
6,691,0,5,70,98,111,130,253,29,0.9410112359550562:1,198,
6,644,0,5,61,113,104,107,225,34,0.9815384615384616:1,186,
6,703,0,4,92,112,105,129,240,25,0.9473684210526315:1,192,
6,646,0,2,52,95,109,138,228,24,1.0507936507936508:1,182,
6,668,0,5,88,106,111,127,220,16,0.9880952380952381:1,174,
6,655,0,4,66,103,85,126,248,27,1.0926517571884984:1,207,
6,658,0,6,61,114,105,118,239,21,0.9819277108433735:1,186,
6,666,0,4,62,105,110,126,241,22,1.012084592145015:1,196,
6,673,0,2,57,122,91,145,231,27,0.9283667621776505:1,180,
6,702,0,3,76,119,84,137,259,27,0.9774647887323944:1,203,
6,683,0,3,64,117,120,127,233,22,1.0207100591715976:1,182,
6,709,0,5,59,120,97,143,258,32,1.002824858757062:1,210,
6,735,0,3,78,112,97,158,267,23,1.0192307692307692:1,214,
6,673,0,2,65,116,97,139,235,21,1.0149700598802396:1,186,
6,706,0,8,75,116,109,131,251,24,1.0345821325648414:1,196,
6,715,0,4,82,120,100,149,237,27,1.0197740112994351:1,181,
6,666,0,6,84,95,99,144,219,25,0.9530791788856305:1,180,
6,726,0,5,67,108,113,156,258,24,0.890625:1,208,
6,697,0,5,61,114,114,128,251,29,1.2126984126984126:1,206,
6,665,0,1,70,106,97,132,236,24,1.039877300613497:1,187,
12,685,0,6,62,115,99,123,253,33,0.9855072463768116:1,195,
12,692,0,4,54,114,109,113,262,40,0.9438202247191011:1,209,
12,732,0,9,79,113,132,152,227,29,0.983739837398374:1,171,
12,715,0,6,61,112,128,134,255,25,0.9376693766937669:1,196,
12,700,0,11,60,113,114,128,256,29,0.9021739130434783:1,206,
12,695,0,7,63,114,112,118,255,33,1.0623145400593472:1,216,
12,656,0,11,71,113,100,118,229,25,1.0061162079510704:1,175,
12,666,0,11,71,117,98,109,242,29,0.936046511627907:1,187,
12,679,0,16,69,124,97,116,244,29,1.095679012345679:1,193,
12,653,0,9,54,111,106,124,230,28,1.191275167785235:1,182,
12,689,0,7,63,96,115,130,256,29,0.9353932584269663:1,199,
12,640,0,9,56,112,109,104,226,33,0.9814241486068112:1,185,
12,700,0,7,85,114,107,125,244,25,0.9553072625698324:1,194,
12,644,0,4,48,94,111,134,232,25,1.0444444444444445:1,185,
12,664,0,9,82,107,113,122,224,16,0.993993993993994:1,178,
12,652,0,7,60,104,86,122,253,27,1.0964630225080385:1,210,
12,655,0,9,58,112,108,119,237,21,0.9848484848484849:1,185,
12,660,0,10,54,103,113,123,244,23,1.006079027355623:1,195,
12,669,0,6,51,123,92,141,234,28,0.9279538904899135:1,180,
12,700,0,5,72,123,83,130,263,29,0.9774011299435028:1,205,
12,681,0,5,57,118,122,125,235,24,1.0207715133531157:1,182,
12,706,0,8,52,120,98,144,258,34,1.0:1,207,
12,729,0,9,66,113,101,160,265,24,1.025:1,213,
12,670,0,5,57,116,100,137,238,22,1.0180722891566265:1,188,
12,703,0,11,71,116,110,130,250,26,1.0317919075144508:1,195,
12,714,0,5,76,121,104,146,239,28,1.0169491525423728:1,181,
12,663,0,9,71,102,101,144,219,26,0.9442815249266863:1,179,
12,721,0,10,59,106,120,149,263,24,0.8825065274151436:1,210,
12,695,0,7,55,118,112,128,251,31,1.213375796178344:1,206,
12,663,0,3,65,106,100,126,240,26,1.0462962962962963:1,191,
18,682,0,9,56,118,97,125,253,33,0.9768115942028985:1,195,
18,688,0,8,47,112,110,115,263,41,0.9490084985835694:1,210,
18,731,0,10,70,119,134,146,233,29,0.981029810298103:1,176,
18,711,0,10,57,109,132,135,253,25,0.9320652173913043:1,194,
18,697,0,14,54,114,116,124,257,32,0.9095890410958904:1,207,
18,692,0,10,53,119,110,118,257,35,1.0595238095238095:1,218,
18,652,0,15,63,114,104,116,230,25,1.0123456790123457:1,174,
18,660,0,17,64,118,101,105,238,34,0.9298245614035088:1,184,
18,676,0,19,62,125,101,109,249,30,1.0993788819875776:1,194,
18,650,0,12,49,110,109,117,234,31,1.1885521885521886:1,182,
18,688,0,8,60,93,118,129,257,31,0.9325842696629213:1,197,
18,635,0,14,47,112,111,106,226,33,0.9781931464174455:1,185,
18,696,0,11,76,111,115,123,247,24,0.9605633802816902:1,197,
18,639,0,9,42,92,113,136,230,26,1.0480769230769231:1,182,
18,658,0,15,73,107,117,119,226,16,1.0122324159021407:1,178,
18,647,0,12,55,103,89,117,254,29,1.0938511326860842:1,208,
18,652,0,12,53,114,110,116,238,21,0.9878048780487805:1,186,
18,657,0,13,47,106,113,125,242,24,1.0153374233128833:1,195,
18,662,0,13,41,127,97,138,230,29,0.9244186046511628:1,176,
18,698,0,7,67,125,84,128,263,31,0.9773371104815864:1,203,
18,675,0,11,49,117,126,123,236,24,1.0209580838323353:1,182,
18,702,0,12,48,116,105,139,259,35,1.011461318051576:1,210,
18,725,0,13,59,114,104,159,265,24,1.0251396648044693:1,212,
18,665,0,10,47,121,101,136,238,22,1.0212765957446808:1,190,
18,701,0,13,62,121,109,124,257,28,1.0318840579710145:1,196,
18,709,0,10,68,123,104,146,238,30,1.0142045454545454:1,180,
18,655,0,17,62,104,101,138,224,26,0.9378698224852071:1,182,
18,718,0,13,52,107,122,145,267,25,0.8746736292428199:1,211,
18,691,0,11,45,118,118,123,256,31,1.2218649517684887:1,208,
18,660,0,6,57,108,98,127,243,27,1.049689440993789:1,192,
24,679,0,12,48,116,101,129,253,32,0.9738372093023255:1,195,
24,687,0,9,43,111,111,116,264,42,0.9461756373937678:1,211,
24,728,0,13,64,120,134,139,238,33,0.9836512261580381:1,176,
24,708,0,13,53,105,139,133,252,26,0.9344262295081968:1,193,
24,692,0,19,47,116,117,122,256,34,0.90633608815427:1,208,
24,692,0,10,49,116,116,115,260,36,1.0595238095238095:1,219,
24,645,0,22,50,124,99,115,229,28,1.0093457943925233:1,173,
24,659,0,18,59,119,102,103,242,34,0.9325513196480938:1,186,
24,674,0,21,56,124,106,108,248,32,1.10625:1,193,
24,647,0,15,41,116,107,119,233,31,1.1858108108108107:1,182,
24,684,0,12,56,92,120,128,257,31,0.9376770538243626:1,196,
24,633,0,16,41,116,110,104,228,34,0.978125:1,186,
24,695,0,12,71,113,113,124,250,24,0.9577464788732394:1,198,
24,634,0,14,40,86,118,129,235,26,1.051779935275081:1,182,
24,653,0,20,62,114,119,115,227,16,1.0154320987654322:1,178,
24,645,0,14,44,107,93,117,253,31,1.094155844155844:1,206,
24,648,0,16,41,119,115,112,240,21,0.9877300613496932:1,187,
24,655,0,15,43,105,115,125,240,27,1.00920245398773:1,192,
24,660,0,15,34,130,97,138,230,31,0.924198250728863:1,176,
24,697,0,8,62,126,83,128,266,32,0.9745042492917847:1,204,
24,671,0,15,45,115,130,121,234,26,1.015015015015015:1,181,
24,701,0,13,45,114,105,143,257,37,1.014367816091954:1,209,
24,721,0,17,50,119,104,155,267,26,1.0139664804469273:1,213,
24,663,0,12,43,117,103,137,241,22,1.021341463414634:1,192,
24,696,0,18,55,125,110,118,259,29,1.0410557184750733:1,197,
24,704,0,15,59,128,104,145,238,30,1.0114285714285713:1,179,
24,648,0,24,48,106,107,136,226,25,0.9401197604790419:1,183,
24,711,0,20,49,102,125,146,263,26,0.8859416445623343:1,210,
24,687,0,15,35,121,121,122,252,36,1.2233009708737863:1,204,
24,657,0,9,50,110,101,122,247,27,1.053125:1,196,
30,678,0,13,41,117,104,127,256,33,0.9766763848396501:1,196,
