6,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,36,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,21,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,46,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,21,10,3,
6,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,36,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,36,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
732,30,40,30,48,49,38,28,33,10,0,31,33,26,24,18,30,22,26,12,5,
732,28,41,28,48,49,38,29,31,12,1,30,34,27,24,18,29,22,27,11,7,
732,43,41,29,48,49,38,30,31,11,1,33,34,27,24,18,30,24,28,10,8,
732,38,41,30,48,49,38,30,30,15,1,37,34,26,24,18,30,21,28,11,7,
732,34,41,29,48,49,38,28,30,14,2,39,34,26,24,18,30,22,29,11,7,
732,40,41,30,48,49,38,28,30,16,2,47,33,27,24,18,30,22,30,12,8,
732,42,41,27,48,49,38,28,30,15,1,37,33,26,24,18,30,21,30,14,7,
732,50,39,30,48,49,38,28,34,13,2,35,34,25,24,18,30,22,28,13,8,
732,42,40,30,48,49,38,29,33,16,2,39,34,26,24,18,30,22,23,11,7,
732,36,41,30,48,49,38,27,30,12,2,36,34,27,24,18,30,23,29,11,6,
732,35,40,30,48,49,38,29,29,16,1,36,34,24,23,18,30,23,28,13,8,
732,32,41,29,48,49,38,28,32,14,2,45,34,25,24,18,30,21,28,10,6,
732,35,41,28,48,49,38,29,31,13,1,54,34,27,24,18,30,22,30,12,7,
732,37,41,29,48,49,38,28,29,13,1,31,34,26,24,18,30,21,27,13,9,
732,36,40,30,48,49,37,28,29,15,1,34,34,26,23,18,30,20,29,10,7,
732,46,41,29,48,49,37,30,32,11,1,50,33,27,24,18,30,24,24,14,8,
732,34,41,25,48,49,38,30,31,15,2,38,34,25,24,18,29,23,28,11,8,
732,34,41,30,48,49,38,29,28,13,2,29,34,26,24,18,30,22,25,9,8,
732,40,41,30,48,49,38,28,31,12,2,33,33,26,24,18,30,22,25,10,8,
732,47,41,30,48,49,38,28,34,14,1,35,33,26,24,18,30,23,29,12,9,
732,41,41,30,48,49,38,30,26,14,2,35,34,26,24,18,30,23,27,12,7,
732,26,41,29,48,49,38,29,28,13,2,36,33,26,24,18,30,23,31,13,9,
732,49,41,28,48,49,38,29,30,14,0,38,34,27,24,18,30,20,31,12,9,
732,42,41,29,48,49,38,29,31,12,2,36,34,26,23,18,30,24,31,11,9,
732,47,41,30,48,49,38,28,31,16,2,32,34,26,24,18,30,23,25,11,5,
732,41,41,28,48,49,38,28,31,8,2,33,34,25,24,18,30,23,27,10,8,
732,40,41,29,48,49,38,29,28,12,1,32,34,26,24,18,30,23,26,11,6,
732,35,40,30,48,49,38,28,34,13,2,41,34,26,23,18,30,23,29,11,6,
732,37,41,30,48,48,38,29,29,14,2,31,34,26,24,18,30,23,29,10,7,
732,46,40,30,48,49,38,30,29,16,1,43,34,27,24,18,30,24,28,11,8,
1458,33,37,22,32,51,51,35,24,20,6,32,39,16,34,20,20,31,21,15,9,
1458,35,35,24,30,51,50,31,23,19,6,36,37,18,34,20,20,28,24,16,9,
1458,40,49,24,31,51,51,36,24,15,9,36,40,18,34,20,19,30,22,14,12,
1458,38,45,23,32,51,51,30,24,17,11,32,45,17,33,20,20,28,18,16,10,
1458,33,42,23,31,51,51,34,24,20,11,28,47,17,33,20,20,28,21,15,10,
1458,29,48,24,32,51,51,33,24,20,11,21,54,17,34,20,20,28,21,16,14,
1458,42,49,23,29,51,51,33,22,18,9,28,45,17,33,20,20,28,22,18,13,
1458,33,58,22,32,51,51,32,22,24,8,19,43,15,33,20,20,28,21,14,14,
1458,43,50,23,32,51,51,31,25,23,12,30,46,14,33,20,20,30,22,12,10,
1458,44,44,23,31,51,51,33,21,19,9,34,43,18,34,20,20,29,24,19,9,
1458,35,43,23,32,51,51,33,25,17,8,31,41,17,31,19,20,31,23,15,12,
1458,37,39,24,31,51,51,33,21,22,9,37,52,18,32,20,20,31,21,17,9,
1458,33,42,21,30,51,51,31,24,18,10,27,59,18,33,20,20,28,20,17,11,
1458,37,45,23,31,51,51,33,19,16,8,33,39,18,33,20,20,28,21,16,10,
1458,32,44,23,31,51,51,33,23,17,9,25,42,15,33,19,20,27,18,16,10,
1458,37,50,23,31,51,49,32,26,23,9,25,58,17,34,20,20,29,24,15,14,
1458,33,42,21,27,51,51,31,25,16,11,23,46,16,32,20,20,28,24,16,8,
1458,38,40,23,32,51,51,34,24,14,9,43,36,16,33,20,20,28,23,12,9,
1458,36,48,24,32,51,50,33,24,18,10,37,40,17,33,20,20,28,23,13,11,
1458,37,53,22,32,51,51,32,24,20,8,26,43,17,32,20,20,27,24,16,12,
1458,34,49,24,32,50,51,31,25,16,10,26,42,16,33,20,20,27,24,17,12,
1458,33,33,23,31,51,51,35,25,17,9,33,44,17,33,20,20,28,23,18,13,
