Steps,Male 0-10,Male 10-20,Male 20-30,Male 30-40,Male 40-50,Male 50-60,Male 60-70,Male 70-80,Male 80-90,Male 90+,Female 0-10,Female 10-20,Female 20-30,Female 30-40,Female 40-50,Female 50-60,Female 60-70,Female 70-80,Female 80-90,Female 90+
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
12,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,28,22,10,3,
18,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,28,22,10,3,
24,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,28,22,10,3,
30,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,28,22,10,3,
36,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,28,22,10,3,
42,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,28,22,10,3,
48,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,28,22,10,3,
54,33,47,49,45,41,28,37,20,4,0,26,46,19,17,30,23,28,22,10,3,
60,33,47,49,45,41,28,37,20,4,0,26,46,19,17,30,23,28,22,10,3,
66,33,47,49,45,41,28,37,20,4,0,26,46,19,17,30,23,28,22,10,3,
72,34,47,49,45,41,28,36,20,4,0,26,46,19,17,30,23,28,22,10,3,
78,36,46,47,43,44,29,36,21,4,0,26,44,20,18,28,25,28,22,10,3,
84,37,46,47,43,44,29,36,21,4,0,26,44,20,18,28,25,28,22,10,3,
90,37,46,47,43,44,29,36,21,4,0,26,44,20,18,28,25,28,22,10,3,
96,37,46,47,43,44,29,36,21,4,0,26,44,20,18,28,25,28,22,10,3,
102,37,46,47,43,44,29,36,21,4,0,26,44,20,17,28,25,28,22,10,3,
108,37,46,47,43,44,29,36,21,4,0,27,44,20,17,28,25,28,22,10,3,
114,38,46,47,43,44,29,36,21,4,0,27,44,20,17,28,25,28,22,10,3,
120,38,46,47,43,44,29,36,21,4,0,27,44,20,17,28,25,28,22,10,3,
126,38,46,47,43,44,29,36,21,4,0,27,44,20,17,28,25,28,22,10,3,
132,38,46,47,43,44,29,36,21,4,0,28,44,20,17,28,25,28,22,10,3,
138,38,46,47,43,44,29,36,21,4,0,29,44,20,17,28,25,28,22,10,3,
144,38,46,47,43,44,29,36,21,4,0,29,44,20,17,28,25,28,22,10,3,
150,38,45,46,41,46,32,34,21,6,0,28,44,20,18,25,25,30,23,11,3,
156,39,45,46,41,46,32,34,21,6,0,28,44,20,18,25,25,30,23,11,3,
162,39,45,46,41,46,32,32,21,6,0,28,44,20,18,25,25,30,23,11,3,
168,40,45,46,41,46,32,32,21,6,0,29,44,20,18,25,25,30,23,11,3,
174,40,45,46,41,46,32,32,21,6,0,29,44,20,18,25,25,30,23,11,3,
180,40,45,46,41,46,32,32,21,6,0,29,44,20,18,25,25,30,23,11,3,
186,40,45,46,41,46,32,32,21,6,0,29,44,20,18,25,25,30,23,11,3,
192,41,45,46,41,46,32,32,21,6,0,29,44,20,18,25,25,30,23,11,3,
198,41,45,46,41,46,32,32,21,6,0,31,44,20,18,25,25,30,23,11,3,
204,41,45,46,41,46,32,32,21,6,0,31,44,20,18,25,25,30,23,11,3,
210,41,45,46,41,46,32,32,21,6,0,34,44,20,18,25,25,30,23,11,3,
216,41,45,46,41,46,32,32,21,6,0,36,44,20,18,25,25,30,23,11,3,
222,41,42,48,38,51,30,34,20,7,0,36,38,23,19,27,24,30,24,11,3,
228,41,42,48,38,51,30,33,20,7,0,36,38,23,19,27,24,30,24,11,3,
234,42,42,48,38,51,30,33,20,7,0,36,38,23,19,27,24,30,23,11,3,
240,42,42,48,38,51,30,33,20,7,0,36,38,23,19,27,24,30,23,11,3,
246,42,42,48,38,51,30,33,20,7,0,36,38,23,19,27,24,30,23,11,3,
252,43,42,48,38,51,30,33,20,7,0,36,38,23,19,27,24,30,23,11,3,
258,43,42,48,38,51,30,33,20,7,0,36,38,23,19,27,24,30,23,11,3,
264,43,42,48,38,51,30,33,20,7,0,36,38,23,19,27,24,30,23,11,3,
270,44,42,48,38,51,30,33,20,7,0,36,38,23,19,27,24,30,23,11,3,
276,46,42,48,38,51,30,33,20,7,0,37,38,23,19,27,24,30,23,11,3,
282,46,42,48,38,51,30,33,20,7,0,37,38,23,19,27,24,30,23,11,3,
288,46,42,48,38,51,30,33,20,7,0,37,38,23,19,27,24,30,23,11,3,
294,46,38,45,40,55,30,32,21,8,0,36,38,25,18,24,28,30,21,13,3,
300,46,38,45,40,55,30,32,21,8,0,37,38,25,18,24,28,30,21,13,3,
306,46,38,45,40,55,30,32,21,8,0,38,38,25,18,24,28,30,21,13,3,
312,46,38,45,40,55,30,32,21,8,0,39,38,25,18,24,28,30,21,13,3,
318,46,38,45,40,55,30,32,21,8,0,39,38,25,18,24,28,30,21,13,3,
324,46,38,45,40,55,30,32,21,8,0,39,38,25,18,24,28,30,21,13,3,
330,46,38,45,40,55,30,32,21,8,0,39,38,25,18,24,28,30,21,13,3,
336,46,38,45,40,55,30,32,21,8,0,39,38,25,18,24,28,30,21,13,3,
342,46,38,45,40,55,30,32,21,8,0,40,38,25,18,24,28,30,21,13,3,
348,47,38,45,40,55,30,32,21,8,0,41,38,25,18,24,28,30,21,13,3,
354,47,38,45,40,54,30,32,21,8,0,41,38,25,18,24,28,30,21,13,3,
360,47,38,45,40,54,30,32,21,8,0,41,38,25,18,24,28,30,21,13,3,
366,46,31,47,46,49,35,26,25,9,1,40,36,28,17,23,28,31,20,15,3,
372,46,31,47,46,49,35,26,25,9,1,40,36,28,17,23,28,31,20,14,3,
378,46,31,47,46,49,35,26,25,9,1,41,36,28,17,23,28,31,20,14,3,
384,46,31,47,46,49,35,26,25,8,1,41,36,28,17,23,28,31,20,14,3,
390,46,31,47,46,49,35,26,25,8,1,42,36,28,17,23,28,31,20,14,3,
396,47,31,47,46,49,35,26,25,8,1,42,36,28,17,23,28,31,20,14,3,
402,48,31,47,46,49,35,26,25,8,1,42,36,28,17,23,28,31,20,14,3,
408,48,31,47,46,49,35,26,25,8,1,42,36,28,17,23,28,31,20,14,3,
414,48,31,47,46,49,35,26,25,8,1,42,36,28,17,23,28,31,20,14,3,
420,49,31,47,46,49,35,26,25,8,1,42,36,28,17,23,28,31,20,14,3,
426,49,31,47,46,49,35,26,25,8,1,42,36,28,17,23,28,31,20,14,3,
432,49,31,47,46,49,35,26,25,8,1,42,36,28,17,23,28,31,20,14,3,
438,49,30,42,46,50,39,23,29,8,1,41,34,31,15,22,29,31,22,14,3,
444,49,30,42,46,50,39,23,29,8,1,41,34,31,15,22,29,31,22,14,3,
450,49,30,42,46,50,39,23,28,8,1,41,34,31,15,22,29,31,22,14,3,
456,49,30,42,46,50,39,23,28,8,1,41,34,31,15,22,29,31,22,14,3,
462,50,30,42,46,50,39,23,28,8,1,41,34,31,15,22,29,31,22,14,3,
468,50,30,42,46,50,39,23,28,8,1,41,34,31,15,22,29,31,22,14,3,
474,50,30,42,46,50,39,23,28,8,1,41,34,31,15,22,29,31,22,14,3,
480,50,30,42,46,50,39,23,28,8,1,40,34,31,15,22,29,31,22,14,3,
486,51,30,42,46,50,39,23,28,8,1,40,34,31,15,22,29,31,22,14,3,
492,51,30,42,46,50,39,23,28,8,1,40,34,31,15,22,29,31,22,14,2,
498,51,30,42,46,50,39,23,28,8,1,41,34,31,15,22,29,31,22,14,2,
504,51,30,42,46,50,39,23,28,8,1,42,34,31,15,22,29,31,22,14,2,
510,51,30,41,46,50,39,23,28,8,1,42,34,31,15,22,29,31,22,14,2,
516,46,33,38,49,50,37,24,30,8,2,41,35,28,16,22,30,28,25,14,3,
522,47,33,38,49,50,37,24,30,8,2,41,35,28,16,22,30,28,25,14,3,
528,48,33,38,49,50,37,24,30,8,2,41,35,28,16,22,30,28,25,14,3,
534,48,33,38,49,50,37,24,30,8,2,41,35,28,16,22,30,28,25,14,2,
540,49,33,38,49,50,37,24,30,8,2,41,35,28,16,22,30,28,25,14,2,
546,50,33,38,49,50,37,24,30,8,2,41,35,28,16,22,30,28,25,14,2,
552,50,33,38,49,50,37,24,30,8,2,41,35,28,16,22,30,28,25,14,2,
558,50,33,38,49,50,37,24,30,8,2,42,35,28,16,22,30,28,25,14,2,
564,50,33,38,49,50,37,24,30,8,2,43,35,28,16,22,30,28,25,14,2,
570,50,33,38,49,50,37,24,30,8,2,43,35,28,16,22,30,28,25,14,2,
576,50,33,38,49,50,37,24,30,8,2,43,35,28,16,22,30,28,25,14,2,
582,50,33,38,49,50,37,24,30,7,2,43,35,28,16,22,30,28,25,14,2,
588,47,36,33,47,55,35,25,32,8,2,41,33,29,19,19,31,25,29,14,3,
594,47,36,33,47,55,35,25,32,8,2,41,33,29,19,19,31,25,29,14,3,
600,47,36,33,47,55,35,25,32,8,2,41,33,29,19,19,31,25,29,14,3,
606,47,36,33,47,55,35,25,32,8,2,42,33,29,19,19,31,24,29,14,3,
612,47,36,33,47,55,35,25,32,8,2,42,33,29,19,19,31,24,29,14,3,
618,47,36,33,47,55,35,25,32,8,2,42,33,29,19,19,31,24,29,14,3,
624,47,36,33,47,55,35,25,32,8,2,43,33,29,19,19,31,24,29,14,3,
630,47,36,33,47,55,35,25,32,8,2,43,33,29,19,19,31,24,29,14,3,
636,47,36,33,47,55,35,25,32,8,2,43,33,29,19,19,31,24,29,14,3,
642,47,36,33,47,55,35,25,32,8,2,43,33,29,19,19,31,24,29,14,3,
648,48,36,33,47,55,35,25,32,8,2,43,33,29,19,19,31,24,29,14,3,
654,48,36,33,47,55,35,25,32,8,2,43,33,29,19,19,31,24,29,14,3,
660,43,40,32,47,54,33,30,30,10,2,38,37,29,19,19,31,22,31,15,3,
666,43,40,32,47,54,33,30,30,10,2,38,37,29,19,19,31,22,31,15,3,
672,43,40,32,47,54,33,30,30,10,2,38,37,29,19,19,31,22,31,15,3,
678,43,40,32,47,54,33,30,30,10,2,38,37,29,19,19,31,22,31,15,3,
684,43,40,32,47,54,33,30,30,10,2,37,37,29,19,19,31,22,31,15,3,
690,43,40,32,47,54,33,30,30,10,2,38,37,29,19,19,31,22,31,15,3,
696,43,40,32,47,54,33,30,30,10,2,38,37,29,19,19,31,22,31,15,3,
