Steps,Total Humans,Births,Deaths,Marriages,Laborers,Single Males,Married Males,Currently Migrated
6,371,0,0,0,161,25,92,76,
12,370,0,1,0,160,25,91,76,
18,370,0,1,0,160,25,91,76,
24,370,0,1,0,160,25,91,76,
30,370,0,1,0,160,25,91,76,
36,370,0,1,0,160,25,91,76,
42,370,0,1,0,160,25,91,76,
48,370,0,1,0,160,25,91,76,
54,369,0,2,0,159,25,91,76,
60,368,0,3,0,158,25,90,76,
66,368,0,3,0,158,25,90,76,
72,368,0,3,0,158,25,90,76,
78,368,0,3,1,162,27,91,75,
84,368,0,3,1,162,27,91,75,
90,368,0,3,1,162,27,91,75,
96,368,0,3,1,162,27,91,75,
102,369,1,3,1,162,27,91,75,
108,369,1,3,1,162,27,91,75,
114,369,1,3,1,162,27,91,75,
120,369,1,3,1,162,27,91,75,
126,370,2,3,1,162,27,91,75,
132,370,3,4,1,161,27,91,75,
138,370,4,5,1,159,27,90,76,
144,369,4,6,1,158,27,89,76,
150,368,4,7,1,159,27,88,76,
156,368,4,7,1,159,27,88,76,
162,368,4,7,1,159,27,88,76,
168,368,4,7,1,159,27,88,76,
174,368,4,7,1,159,27,88,76,
180,368,4,7,1,159,27,88,76,
186,370,7,8,1,158,27,87,76,
192,371,8,8,1,158,27,87,76,
198,371,8,8,1,158,27,87,76,
204,371,9,9,1,155,28,86,78,
210,370,9,10,1,155,28,86,78,
216,371,10,10,1,155,28,86,78,
222,371,10,10,1,156,29,86,78,
228,372,11,10,1,156,29,86,78,
234,372,12,11,1,155,29,86,78,
240,373,14,12,1,155,29,86,78,
246,373,14,12,1,155,29,86,78,
252,373,14,12,1,154,29,86,79,
258,374,15,12,1,154,29,86,79,
264,375,17,13,1,153,29,85,79,
270,375,17,13,1,153,29,85,79,
276,375,18,14,1,152,29,85,79,
282,373,18,16,1,150,29,84,79,
288,373,18,16,1,150,29,84,79,
294,373,18,16,1,151,34,84,79,
300,372,18,17,1,150,34,84,80,
306,372,19,18,1,150,34,84,80,
312,372,19,18,1,150,34,84,80,
318,373,20,18,1,150,34,84,80,
324,374,21,18,1,149,34,84,81,
330,374,21,18,1,149,34,84,81,
336,376,23,18,1,149,34,84,81,
342,376,23,18,2,149,33,85,81,
348,376,23,18,2,149,33,85,81,
354,377,25,19,3,148,32,85,81,
