Steps,Male 0-10,Male 10-20,Male 20-30,Male 30-40,Male 40-50,Male 50-60,Male 60-70,Male 70-80,Male 80-90,Male 90+,Female 0-10,Female 10-20,Female 20-30,Female 30-40,Female 40-50,Female 50-60,Female 60-70,Female 70-80,Female 80-90,Female 90+
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
Steps,Male 0-10,Male 10-20,Male 20-30,Male 30-40,Male 40-50,Male 50-60,Male 60-70,Male 70-80,Male 80-90,Male 90+,Female 0-10,Female 10-20,Female 20-30,Female 30-40,Female 40-50,Female 50-60,Female 60-70,Female 70-80,Female 80-90,Female 90+
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
12,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
12,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
18,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,3,
24,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,3,
18,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
30,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,3,
24,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
30,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
36,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,3,
36,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
42,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,3,
42,33,47,49,45,41,28,37,23,4,0,27,46,19,17,30,23,28,22,10,3,
48,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,3,
54,33,47,49,45,41,28,37,21,4,0,26,46,19,17,30,23,29,22,10,3,
48,33,47,49,45,41,28,37,23,4,0,27,46,19,17,30,23,28,22,10,3,
60,33,47,49,45,41,28,37,21,4,0,26,46,19,17,30,23,29,22,10,3,
54,33,47,49,45,41,28,37,23,4,0,27,46,19,17,30,23,28,22,10,3,
60,33,47,49,45,41,28,37,23,4,0,27,46,19,17,30,23,28,22,10,3,
66,33,47,49,45,41,28,37,21,4,0,27,46,19,17,30,23,29,22,10,3,
66,33,47,49,45,41,28,37,23,4,0,28,46,19,17,30,23,28,22,10,3,
72,33,47,49,45,41,28,37,21,4,0,27,46,19,17,30,23,29,22,10,3,
72,33,47,49,45,41,28,37,23,4,0,28,46,19,17,30,23,28,22,10,3,
78,33,46,47,43,44,29,37,22,4,0,27,44,20,18,28,25,29,22,10,3,
78,34,46,47,43,44,29,37,24,4,0,29,44,20,18,28,25,28,22,10,3,
84,33,46,47,43,44,29,37,22,4,0,27,44,20,18,28,25,29,22,10,3,
84,34,46,47,43,44,29,37,23,4,0,31,44,20,18,28,25,28,22,10,3,
90,33,46,47,43,44,29,37,22,4,0,28,44,20,18,28,25,29,22,10,3,
96,33,46,47,43,44,29,37,22,4,0,28,44,20,18,28,25,29,22,10,3,
90,34,46,47,43,44,29,37,23,4,0,31,44,20,18,28,25,28,22,10,3,
102,34,46,47,43,44,29,37,22,4,0,28,44,20,18,28,25,29,22,10,3,
96,34,46,47,43,44,29,37,23,4,0,31,44,20,18,28,25,28,22,10,3,
102,35,46,47,43,44,29,37,23,4,0,31,44,20,18,28,25,28,22,10,3,
108,34,46,47,43,44,29,36,22,4,0,28,44,20,18,28,25,29,22,10,3,
108,35,46,47,43,44,29,37,23,4,0,32,44,20,18,28,25,28,22,10,3,
114,34,46,47,43,44,29,36,22,4,0,28,44,20,18,28,25,29,22,10,3,
114,35,46,47,43,44,29,37,23,4,0,33,44,20,18,28,25,28,22,10,3,
120,34,46,47,43,44,29,36,22,3,0,28,44,20,18,28,25,29,22,10,3,
126,34,46,47,43,44,29,36,22,3,0,29,44,20,18,28,25,29,22,10,3,
120,35,46,47,43,44,29,37,23,4,0,33,44,20,18,28,25,28,22,10,3,
132,34,46,47,43,44,29,36,22,3,0,29,44,20,18,28,25,29,22,10,3,
126,35,46,47,43,44,29,37,23,4,0,33,44,20,18,28,25,28,22,10,3,
138,34,46,47,43,44,29,36,22,3,0,29,44,20,18,28,25,29,22,10,3,
132,36,46,47,43,44,29,37,23,4,0,33,44,20,18,28,25,28,22,10,3,
138,36,46,47,43,44,29,36,23,4,0,33,44,20,18,28,25,28,22,10,3,
144,35,46,47,43,44,29,36,22,3,0,30,44,20,18,28,25,29,22,10,3,
144,36,46,47,43,44,29,36,23,4,0,33,44,20,18,28,25,28,22,10,3,
150,34,45,46,41,46,32,34,22,5,0,28,44,20,19,25,25,31,23,11,3,
150,35,45,46,41,46,32,34,23,6,0,31,44,20,19,25,25,30,23,11,3,
156,35,45,46,41,46,32,34,22,5,0,28,44,20,19,25,25,31,23,11,3,
156,35,45,46,41,46,32,34,23,6,0,31,44,20,19,25,25,30,22,11,3,
162,35,45,46,41,46,32,34,22,5,0,29,44,20,19,25,25,31,23,11,3,
168,35,45,46,41,46,32,34,22,5,0,29,44,20,19,25,25,31,23,11,3,
162,36,45,46,41,46,32,34,23,6,0,31,44,20,19,25,25,29,22,11,3,
174,36,45,46,41,46,32,34,22,5,0,30,44,20,19,25,25,31,23,11,3,
168,36,45,46,41,46,32,34,23,6,0,31,44,20,19,25,25,29,22,11,3,
180,36,45,46,41,46,32,33,22,5,0,30,44,20,19,25,25,31,23,11,3,
174,36,45,46,41,46,32,34,23,6,0,31,44,20,19,25,25,29,22,11,3,
180,36,45,46,41,46,32,34,23,6,0,31,44,20,19,25,25,29,22,11,3,
186,37,45,46,41,46,32,33,22,5,0,30,44,20,19,25,25,31,22,11,3,
186,36,45,46,41,46,32,34,23,6,0,31,44,20,19,25,25,29,22,11,3,
192,38,45,46,41,46,32,33,22,5,0,33,44,20,19,25,25,31,22,11,3,
198,38,45,46,41,46,32,33,22,5,0,33,44,20,19,25,25,31,22,11,3,
192,37,45,46,41,46,32,34,23,6,0,31,44,20,19,25,25,29,22,11,3,
204,38,45,46,41,46,32,33,22,5,0,33,44,20,19,25,25,31,22,11,3,
198,37,45,46,41,46,32,34,23,6,0,32,44,20,19,25,25,29,22,11,3,
210,38,45,46,41,46,32,33,22,5,0,33,44,20,19,25,25,31,22,11,3,
204,38,45,46,41,46,32,34,23,6,0,32,44,20,19,25,25,29,22,11,3,
210,38,45,46,41,46,32,34,23,6,0,32,44,20,19,25,25,29,22,11,3,
216,38,45,46,41,46,32,33,22,5,0,33,44,20,19,25,25,31,22,11,3,
216,38,45,46,41,46,32,34,23,6,0,32,44,20,19,25,25,29,22,11,3,
222,36,42,48,38,51,30,34,24,5,0,34,38,23,20,27,24,30,24,11,3,
228,37,42,48,38,51,30,34,24,5,0,34,38,23,20,27,24,30,24,11,3,
222,37,42,48,38,51,30,35,23,8,0,32,38,23,20,27,24,28,23,11,3,
234,37,42,48,38,51,30,34,24,5,0,34,38,23,20,27,24,30,24,11,3,
228,39,42,48,38,51,30,35,23,8,0,33,38,23,20,27,24,28,23,11,3,
240,37,42,48,38,51,30,34,24,5,0,35,38,23,20,27,24,30,24,11,3,
246,37,42,48,38,51,30,34,24,5,0,36,38,23,20,27,24,30,24,11,3,
234,39,42,48,38,51,30,35,23,8,0,33,38,23,20,27,24,28,23,11,3,
252,37,42,48,38,51,30,34,24,5,0,36,38,23,20,27,24,29,24,11,3,
240,39,42,48,38,51,30,35,23,8,0,33,38,23,20,27,24,28,23,11,3,
246,39,42,48,38,51,30,35,23,8,0,33,38,23,20,27,24,28,23,11,3,
258,37,42,48,38,51,30,34,24,5,0,36,38,23,20,27,24,29,24,11,3,
252,39,42,48,38,51,30,35,23,8,0,34,38,23,20,27,24,28,23,11,3,
264,37,42,48,38,51,30,34,24,5,0,36,38,23,20,27,24,29,24,11,3,
258,39,42,48,38,51,30,35,23,8,0,37,38,23,20,27,24,28,23,11,3,
270,37,42,48,38,51,30,34,24,5,0,36,38,23,20,27,24,29,24,11,3,
276,37,42,48,38,51,30,34,24,5,0,39,38,23,20,27,24,29,24,11,3,
264,39,42,48,38,51,30,35,23,8,0,38,38,23,20,27,24,28,23,11,3,
282,37,42,48,38,51,30,34,24,5,0,39,38,23,20,27,24,29,24,11,3,
270,40,42,48,38,51,30,35,22,8,0,38,38,23,20,27,24,28,22,11,3,
