Steps,Total Humans,Births,Deaths,Marriages,Laborers,Single Males,Married Males,Currently Migrated
6,371,0,0,0,160,26,92,76,
12,371,0,0,0,160,26,92,76,
18,371,0,0,0,160,26,92,76,
24,371,0,0,0,158,26,92,78,
30,371,0,0,0,158,26,92,78,
36,370,0,0,0,157,26,92,79,
42,370,0,0,0,157,26,92,79,
48,370,0,0,0,157,26,92,79,
54,370,0,0,0,157,26,92,79,
60,371,1,0,0,158,27,92,78,
66,370,1,1,0,157,27,92,78,
72,370,1,1,0,157,27,92,78,
78,369,1,2,0,158,29,92,79,
84,369,1,2,0,159,29,92,78,
90,369,1,2,0,157,29,92,80,
96,368,1,3,0,156,29,91,80,
102,368,1,3,0,156,29,91,80,
108,368,1,3,0,156,29,91,80,
114,370,3,3,0,156,29,91,80,
120,370,4,4,1,155,28,92,80,
126,371,5,4,1,156,28,92,79,
132,373,7,4,1,156,28,92,79,
138,374,8,4,2,156,27,93,79,
144,374,8,4,2,156,27,93,79,
150,376,10,4,3,157,26,94,80,
156,376,10,4,3,157,26,94,80,
162,376,10,4,3,157,26,94,80,
168,377,11,4,3,157,26,94,80,
174,379,13,4,3,157,26,94,80,
180,380,14,4,3,156,26,94,81,
186,380,14,4,3,156,26,94,81,
192,379,14,5,3,155,26,94,81,
198,379,14,5,3,155,26,94,81,
204,379,14,5,3,155,26,94,81,
210,380,16,6,3,154,26,94,81,
216,380,16,6,3,154,26,94,81,
222,380,17,7,3,154,27,93,81,
228,379,17,8,3,153,27,93,81,
234,380,18,8,3,153,27,93,81,
240,380,18,8,3,153,27,93,81,
246,380,19,9,3,152,27,93,81,
252,380,19,9,3,152,27,93,81,
258,381,20,9,3,151,27,93,82,
264,383,22,9,3,149,27,93,84,
270,383,22,9,3,149,27,93,84,
276,383,23,10,3,148,27,93,84,
282,383,23,10,3,148,27,93,84,
288,385,25,10,3,148,27,93,84,
294,386,26,10,3,149,32,93,84,
300,386,26,10,3,149,32,93,84,
306,388,28,10,3,148,32,93,85,
312,388,28,10,3,148,32,93,85,
318,388,28,10,3,148,32,93,85,
324,388,28,10,3,148,32,93,85,
330,388,28,10,3,148,32,93,85,
336,389,29,10,3,148,32,93,85,
342,389,29,10,3,148,32,93,85,
348,389,29,10,3,148,32,93,85,
354,389,29,10,3,147,32,93,86,
360,389,29,10,4,147,32,94,86,
366,389,29,10,4,150,35,94,86,
372,389,29,10,4,150,35,94,86,
378,389,29,10,4,149,35,94,87,
384,390,30,10,4,149,35,94,87,
390,390,30,10,4,149,35,94,87,
396,391,31,10,4,149,35,94,87,
402,391,31,10,4,148,35,94,88,
408,391,31,10,4,148,35,94,88,
414,391,31,10,4,148,35,94,88,
420,390,31,11,4,147,35,93,88,
426,391,32,11,4,146,35,93,89,
432,391,32,11,4,146,35,93,89,
438,391,32,11,4,145,42,93,89,
444,391,32,11,5,145,41,94,89,
450,391,32,11,5,145,41,94,89,
456,390,32,12,5,144,41,93,89,
462,390,32,12,5,143,41,93,90,
468,389,32,13,5,141,41,93,91,
474,390,33,13,5,141,41,93,91,
480,389,33,14,5,140,41,92,91,
486,390,34,14,6,140,40,93,91,
492,390,34,14,6,140,40,93,91,
498,391,35,14,6,140,40,93,91,
504,391,35,14,6,140,40,93,91,
510,392,36,14,7,140,39,94,91,
516,391,36,15,7,138,40,94,91,
522,391,36,15,7,138,40,94,91,
528,392,37,15,7,138,40,94,91,
534,393,38,15,7,138,40,94,91,
540,393,38,15,7,138,40,94,91,
546,393,38,15,11,138,36,98,91,
552,393,38,15,11,138,36,98,91,
558,393,38,15,11,138,36,98,91,
564,393,38,15,11,138,36,98,91,
570,393,38,15,11,138,36,98,91,
576,393,38,15,11,138,36,98,91,
582,393,38,15,11,137,37,98,92,
588,396,41,15,11,135,39,98,92,
594,398,43,15,11,135,39,98,92,
600,399,44,15,11,135,39,98,92,
606,399,44,15,11,135,39,98,92,
612,399,44,15,11,135,39,98,92,
618,400,45,15,11,135,39,98,92,
624,400,45,15,11,135,39,98,92,
630,401,46,15,11,135,39,98,92,
636,401,46,15,11,135,39,98,92,
642,401,46,15,11,135,39,98,92,
648,402,47,15,11,135,39,98,92,
654,402,47,15,11,135,39,98,92,
660,402,47,15,11,132,39,98,92,
666,402,47,15,11,132,39,98,92,
672,402,47,15,11,132,39,98,92,
678,403,48,15,11,131,39,98,93,
684,403,49,16,13,130,37,100,93,
690,404,51,17,14,129,36,101,93,
696,407,54,17,15,128,35,102,94,
702,406,54,18,15,127,35,101,94,
708,406,54,18,15,127,35,101,94,
714,405,54,19,15,126,35,101,94,
720,405,54,19,15,126,35,101,94,
726,404,54,20,15,125,35,100,94,
732,405,55,20,15,124,36,100,94,
738,406,56,20,15,124,36,100,94,
744,404,56,22,16,122,35,100,94,
750,404,56,22,16,121,35,100,95,
756,404,56,22,16,121,35,100,95,
762,406,58,22,16,121,35,100,95,
768,407,59,22,16,122,36,100,94,
774,407,59,22,16,122,36,100,94,
780,408,60,22,16,122,36,100,94,
786,409,61,22,16,122,36,100,94,
792,410,62,22,16,122,36,100,94,
798,410,62,22,16,122,36,100,94,
804,410,62,22,16,121,36,100,94,
810,409,62,23,16,120,36,100,94,
816,409,62,23,16,120,36,100,94,
822,409,63,24,16,119,37,100,94,
828,409,63,24,16,119,37,100,94,
834,407,63,26,16,117,37,100,94,
840,408,64,26,16,118,38,100,93,
846,408,64,26,16,118,38,100,93,
852,408,65,27,16,117,38,99,93,
858,408,65,27,17,117,37,100,93,
864,408,65,27,17,117,37,100,93,
870,408,65,27,17,117,37,100,93,
876,408,65,27,17,115,37,100,93,
882,408,65,27,17,121,37,100,93,
888,408,65,27,17,121,37,100,93,
894,407,65,28,17,119,37,99,94,
900,408,66,28,17,119,37,99,94,
906,408,66,28,17,119,37,99,94,
912,408,66,28,17,119,37,99,94,
918,408,66,28,17,120,38,99,93,
924,408,66,28,17,120,38,99,93,
930,408,66,28,17,120,38,99,93,
936,408,66,28,17,120,38,99,93,
942,407,66,29,17,119,38,99,93,
948,407,66,29,17,119,38,99,93,
954,406,66,30,17,122,39,98,93,
960,406,66,30,17,122,39,98,93,
966,406,67,31,17,121,39,97,93,
972,406,67,31,17,121,39,97,93,
978,405,67,32,17,121,39,97,93,
984,406,68,32,17,120,39,97,94,
990,406,68,32,17,120,39,97,94,
996,406,68,32,17,120,39,97,94,
1002,405,68,33,17,119,39,96,94,
1008,406,69,33,17,119,39,96,94,
1014,406,69,33,17,118,39,96,95,
1020,406,69,33,17,118,39,96,95,
1026,406,69,33,17,126,41,96,96,
1032,405,69,34,17,124,41,95,97,
1038,404,69,35,17,124,41,95,97,
1044,405,70,35,17,124,41,95,97,
1050,405,70,35,19,123,40,97,98,
1056,406,71,35,19,122,40,97,99,
1062,406,71,35,19,122,40,97,99,
1068,406,71,35,19,121,40,97,100,
1074,406,71,35,19,123,40,97,99,
1080,406,71,35,19,124,41,97,98,
1086,406,71,35,19,124,41,97,98,
1092,406,71,35,19,124,41,97,98,
1098,406,71,35,19,120,41,97,98,
1104,407,72,35,19,120,41,97,98,
1110,407,72,35,19,120,41,97,98,
1116,407,72,35,19,120,41,97,98,
1122,407,72,35,19,120,41,97,98,
1128,407,72,35,19,120,41,97,98,
1134,408,73,35,19,120,41,97,98,
1140,408,73,35,19,120,41,97,98,
1146,407,73,36,20,120,40,98,97,
1152,407,73,36,20,120,40,98,97,
1158,407,73,36,20,122,40,98,96,
1164,407,73,36,20,122,40,98,96,
1170,407,73,36,20,117,41,98,96,
1176,406,73,37,21,115,40,98,97,
1182,406,73,37,21,115,40,98,97,
1188,406,73,37,22,115,39,99,97,
1194,406,73,37,22,115,39,99,97,
1200,406,73,37,22,115,39,99,97,
1206,406,73,37,22,116,39,99,97,
1212,406,73,37,23,117,38,100,97,
1218,406,73,37,24,118,37,101,97,
1224,407,74,37,24,120,37,101,97,
1230,406,74,38,24,120,37,100,97,
1236,405,74,39,24,120,37,99,97,
1242,405,74,39,24,117,37,99,97,
1248,404,74,40,24,118,37,98,97,
1254,405,75,40,24,118,37,98,97,
1260,404,75,41,24,118,37,97,96,
1266,404,75,41,24,120,37,97,96,
1272,405,76,41,24,121,37,97,96,
1278,406,77,41,24,122,37,97,96,
1284,407,78,41,24,122,38,97,96,
1290,407,78,41,24,122,39,97,95,
1296,407,78,41,24,122,39,97,95,
1302,409,80,41,24,123,39,97,95,
1308,409,81,42,24,123,39,97,95,
1314,408,82,44,24,119,44,97,95,
1320,406,82,46,24,119,44,96,95,
1326,406,82,46,24,121,45,96,93,
1332,405,83,48,24,119,45,95,94,
1338,406,84,48,25,120,44,96,94,
1344,404,84,50,25,118,44,94,94,
1350,403,84,51,25,117,44,93,94,
1356,404,85,51,25,118,44,93,94,
1362,404,85,51,25,120,44,93,94,
1368,405,86,51,25,120,44,93,94,
1374,405,86,51,25,121,44,93,94,
1380,405,86,51,25,120,44,93,95,
1386,405,86,51,25,123,44,93,94,
1392,404,86,52,25,120,47,93,94,
1398,403,86,53,25,120,48,92,93,
1404,404,87,53,26,123,48,93,92,
1410,404,87,53,26,123,48,93,92,
1416,404,87,53,26,123,48,93,92,
1422,404,87,53,26,123,48,93,92,
1428,405,88,53,26,123,48,93,92,
1434,405,88,53,26,124,48,93,92,
1440,405,88,53,26,124,48,93,92,
1446,406,89,53,26,124,48,93,92,
1452,406,90,54,26,123,48,92,92,
1458,406,90,54,26,123,48,92,92,
