Steps,Total Humans,Births,Deaths,Marriages,Laborers,Single Males,Married Males,Currently Migrated
6,371,0,0,0,161,25,92,76,
12,371,0,0,0,161,25,92,76,
18,371,0,0,0,161,25,92,76,
24,371,0,0,0,161,25,92,76,
30,371,0,0,0,161,25,92,76,
36,371,0,0,0,161,25,92,76,
42,371,0,0,0,161,25,92,76,
48,371,0,0,0,161,25,92,76,
54,371,0,0,0,161,25,92,76,
60,371,0,0,0,161,25,92,76,
66,371,0,0,1,161,24,93,76,
72,371,1,1,1,160,24,92,76,
78,371,1,1,1,163,26,92,76,
84,371,1,1,1,163,26,92,76,
90,372,2,1,1,163,26,92,76,
96,372,2,1,1,163,26,92,76,
102,372,2,1,1,163,26,92,76,
108,372,2,1,1,163,26,92,76,
114,373,3,1,1,163,26,92,76,
120,374,4,1,1,163,26,92,76,
126,374,4,1,1,161,26,92,78,
132,375,5,1,1,161,26,92,78,
138,376,6,1,1,161,26,92,78,
144,376,6,1,1,161,26,92,78,
150,376,6,1,1,163,26,92,78,
156,377,8,2,1,161,26,92,79,
162,378,9,2,1,161,26,92,79,
168,378,9,2,1,163,28,92,77,
174,377,9,2,1,162,28,92,78,
180,377,9,2,1,161,28,92,79,
186,377,9,2,1,162,29,92,78,
192,377,9,2,1,162,29,92,78,
198,377,9,2,1,162,29,92,78,
204,377,9,2,1,162,29,92,78,
210,377,9,2,1,162,29,92,78,
216,377,9,2,1,162,29,92,78,
222,376,9,3,1,162,30,91,78,
228,377,10,3,1,162,30,91,78,
234,376,10,4,1,161,30,91,78,
240,377,11,4,1,161,30,91,78,
246,378,12,4,1,161,30,91,78,
252,378,12,4,1,161,30,91,78,
258,378,12,4,1,161,30,91,78,
264,378,12,4,1,161,30,91,78,
270,378,12,4,1,160,30,91,79,
276,378,12,4,1,161,30,91,78,
282,378,12,4,1,161,30,91,78,
288,377,12,5,1,160,30,91,78,
294,377,12,5,2,161,34,92,78,
300,376,12,6,2,160,34,91,78,
306,376,12,6,2,160,34,91,78,
312,376,13,7,2,159,34,90,78,
318,376,13,7,2,159,34,90,78,
324,376,13,7,2,159,34,90,78,
330,375,13,8,2,158,34,89,78,
336,375,13,8,2,158,34,89,78,
342,375,13,8,2,157,34,89,79,
348,375,13,8,2,157,34,89,79,
354,375,13,8,3,157,33,90,79,
360,376,14,8,3,157,33,90,79,
366,375,14,9,3,159,37,90,79,
372,375,14,9,3,160,38,90,78,
378,375,14,9,3,160,38,90,78,
384,376,15,9,3,160,38,90,78,
390,376,16,10,3,158,38,90,79,
396,376,16,10,3,159,39,90,78,
402,377,17,10,4,159,39,91,78,
408,376,17,11,4,158,38,90,78,
414,376,17,11,4,158,38,90,78,
420,376,17,11,4,158,38,90,78,
426,375,17,12,4,157,38,89,78,
432,375,17,12,4,156,38,89,79,
438,375,17,12,4,155,46,89,79,
444,374,17,13,4,154,46,89,79,
450,375,18,13,4,154,46,89,79,
456,374,18,14,5,153,46,90,79,
462,377,21,14,6,153,44,91,79,
468,378,22,14,6,153,44,91,79,
474,378,22,14,6,153,44,91,79,
480,377,23,16,6,152,44,90,79,
486,376,23,17,7,151,43,90,79,
492,375,23,18,7,150,43,90,79,
498,376,24,18,7,150,43,90,79,
504,376,24,18,7,149,43,90,80,
510,376,24,18,8,149,42,91,80,
516,377,25,18,8,147,43,91,81,
522,378,26,18,8,147,43,91,81,
528,377,26,19,8,146,43,91,81,
534,376,26,20,8,145,43,91,81,
540,376,26,20,8,145,43,91,81,
546,376,26,20,8,145,43,91,81,
552,376,26,20,8,146,44,91,80,
558,375,26,21,8,144,44,91,81,
564,376,27,21,8,144,44,91,81,
570,378,29,21,9,143,43,92,82,
576,378,29,21,9,142,43,92,83,
582,378,29,21,9,142,43,92,83,
588,378,29,21,9,141,45,92,82,
594,378,29,21,9,141,45,92,82,
600,378,29,21,9,141,45,92,82,
606,379,31,22,10,139,44,92,83,
612,381,33,22,10,139,44,92,83,
618,380,33,23,10,138,44,92,83,
624,382,35,23,10,138,44,92,83,
630,382,35,23,11,138,43,93,83,
636,382,35,23,12,136,42,94,85,
642,382,35,23,12,136,42,94,85,
648,382,35,23,12,136,42,94,85,
654,381,35,24,12,133,42,93,87,
660,381,35,24,12,130,42,93,87,
666,383,37,24,13,130,41,94,87,
672,384,39,25,13,128,41,93,88,
678,386,41,25,13,128,41,93,88,
684,386,41,25,13,127,41,93,89,
690,386,41,25,13,127,41,93,89,
696,386,41,25,13,127,41,93,89,
702,386,41,25,13,127,41,93,89,
708,387,42,25,13,127,41,93,89,
714,387,42,25,13,127,41,93,89,
720,387,42,25,13,127,41,93,89,
726,387,42,25,14,127,41,94,89,
732,387,42,25,15,126,41,95,89,
738,388,43,25,15,126,41,95,88,
744,388,43,25,15,126,41,95,88,
750,387,43,26,15,124,41,95,89,
756,388,44,26,15,124,41,95,89,
762,388,44,26,15,124,41,95,89,
768,389,45,26,15,124,41,95,89,
774,388,45,27,15,123,41,95,89,
780,388,45,27,15,123,41,95,89,
786,388,45,27,15,123,41,95,89,
792,388,45,27,15,123,41,95,89,
798,387,45,28,15,121,41,94,90,
804,387,45,28,15,120,41,94,90,
810,386,45,29,15,119,41,94,90,
816,386,45,29,15,119,41,94,90,
822,386,45,29,15,120,41,94,89,
828,385,45,30,15,118,41,93,90,
834,385,45,30,15,118,41,93,90,
840,384,45,31,16,116,40,94,91,
846,384,45,31,16,116,40,94,91,
852,383,45,32,16,115,40,94,91,
858,382,45,33,16,113,40,94,92,
864,381,45,34,16,112,40,94,92,
870,381,45,34,16,112,40,94,92,
876,381,46,35,16,107,40,94,93,
882,382,47,35,17,113,39,95,93,
888,381,47,36,17,112,39,95,93,
894,381,47,36,17,111,39,95,94,
900,381,47,36,17,111,39,95,94,
906,381,47,36,17,111,39,95,94,
912,382,48,36,17,111,39,95,94,
918,382,48,36,17,111,39,95,94,
924,382,48,36,17,110,39,95,95,
930,382,48,36,17,110,39,95,95,
936,382,48,36,17,110,39,95,95,
942,381,48,37,17,108,39,94,96,
948,381,48,37,17,108,39,94,96,
954,381,48,37,17,112,40,94,96,
960,381,48,37,18,111,39,95,97,
966,380,48,37,19,111,38,96,97,
972,379,48,38,19,110,38,96,97,
978,379,48,38,19,110,38,96,97,
984,379,49,39,19,109,38,96,97,
990,380,50,39,20,109,37,97,97,
996,379,50,40,20,108,37,96,97,
1002,379,50,40,20,108,37,96,97,
1008,378,50,41,20,107,37,96,97,
1014,378,50,41,21,106,36,97,98,
1020,379,51,41,21,106,36,97,98,
1026,380,52,41,22,116,38,98,98,
