Steps,Total Humans,Births,Deaths,Marriages,Laborers,Single Males,Married Males,Currently Migrated
6,371,0,0,0,160,25,92,77,
12,371,0,0,0,160,25,92,77,
18,371,0,0,0,160,25,92,77,
24,371,0,0,0,160,25,92,77,
30,371,0,0,0,160,25,92,77,
36,371,0,0,0,160,25,92,77,
42,371,0,0,0,161,26,92,76,
48,370,0,1,0,159,26,91,77,
54,370,0,1,0,159,26,91,77,
60,371,1,1,0,158,26,91,78,
66,371,1,1,0,158,27,91,77,
72,371,1,1,0,158,27,91,77,
78,370,1,2,0,160,29,90,77,
84,370,1,2,1,161,29,91,76,
90,370,1,2,1,161,29,91,76,
96,370,1,2,2,161,28,92,76,
102,369,1,3,2,160,28,92,76,
108,369,1,3,2,161,29,92,75,
114,369,1,3,2,161,29,92,75,
120,369,1,3,2,160,29,92,76,
126,369,1,3,2,159,29,92,77,
132,369,1,3,2,159,29,92,77,
138,369,2,4,2,158,29,92,77,
144,369,3,5,2,157,29,92,77,
150,369,4,6,2,159,30,91,76,
156,368,4,6,2,157,30,91,78,
162,368,5,7,2,156,30,91,78,
168,368,5,7,3,156,29,92,78,
174,369,6,7,3,156,29,92,78,
180,369,6,7,3,156,29,92,78,
186,370,7,7,3,156,29,92,78,
192,371,8,7,3,155,29,92,79,
198,371,8,7,3,155,29,92,79,
204,372,10,8,3,154,29,92,79,
210,374,12,8,3,153,29,92,80,
216,374,12,8,3,153,29,92,80,
222,372,12,10,3,152,30,92,81,
228,373,13,10,3,152,30,92,81,
234,375,15,10,3,151,30,92,82,
240,375,15,10,4,151,29,93,82,
246,376,16,10,4,151,29,93,82,
252,376,16,10,4,151,29,93,82,
258,376,16,10,5,151,28,94,82,
264,376,17,11,5,150,28,94,82,
270,377,18,11,5,149,28,94,83,
276,377,18,11,5,148,28,94,84,
282,378,19,11,5,148,28,94,83,
288,379,20,11,5,148,28,94,83,
294,379,20,11,5,149,32,94,83,
300,380,21,11,5,149,32,94,83,
306,381,22,11,5,149,32,94,83,
312,380,22,12,6,148,31,95,83,
318,380,22,12,6,149,31,95,82,
324,380,22,12,6,149,31,95,82,
330,379,22,13,6,146,31,94,84,
336,379,22,13,6,145,32,94,85,
342,379,22,13,6,145,32,94,85,
348,378,22,14,6,142,32,93,87,
354,378,22,14,6,141,32,93,88,
360,377,22,15,6,140,32,92,88,
366,378,23,15,7,143,35,93,88,
372,379,24,15,7,143,34,93,88,
378,379,24,15,7,143,34,93,88,
384,379,24,15,8,143,33,94,88,
390,379,24,15,8,143,33,94,88,
396,379,24,15,8,143,33,94,88,
402,379,24,15,8,142,33,94,89,
408,381,26,15,8,142,33,94,89,
414,381,26,15,8,143,34,94,88,
420,381,26,15,8,143,34,94,88,
426,382,27,15,8,143,34,94,88,
432,383,28,15,8,143,34,94,88,
438,382,28,16,8,141,42,94,88,
444,384,30,16,8,140,42,94,89,
450,384,30,16,8,140,42,94,89,
456,384,30,16,8,140,42,94,89,
462,383,30,17,8,139,42,94,89,
468,384,31,17,8,140,43,94,88,
474,384,31,17,8,140,43,94,88,
480,384,31,17,8,141,44,94,87,
486,384,32,18,8,140,44,94,87,
492,383,32,19,8,139,44,93,87,
498,382,32,20,8,139,45,93,86,
504,384,34,20,9,138,44,94,87,
510,384,34,20,9,138,44,94,87,
516,384,35,21,9,137,46,94,86,
522,384,36,22,9,135,46,94,87,
528,385,37,22,9,135,46,94,87,
534,385,37,22,9,135,46,94,87,
540,386,38,22,9,135,46,94,87,
546,386,38,22,10,135,45,95,87,
552,386,38,22,10,135,45,95,87,
558,385,38,23,11,134,44,95,87,
564,385,39,24,11,133,44,94,87,
570,385,39,24,12,133,43,95,87,
576,385,39,24,12,132,43,95,88,
582,385,39,24,12,132,43,95,88,
588,385,39,24,12,130,44,95,88,
594,386,40,24,12,129,44,95,89,
600,386,40,24,13,129,43,96,89,
606,385,40,25,13,128,43,95,89,
612,385,40,25,13,128,43,95,89,
618,386,41,25,13,128,43,95,89,
624,387,42,25,14,128,42,96,89,
630,389,44,25,14,128,42,96,89,
636,389,44,25,14,128,42,96,89,
642,389,44,25,14,128,42,96,89,
648,389,45,26,14,126,42,96,90,
654,391,47,26,15,126,41,97,90,
660,391,47,26,15,123,41,97,90,
666,391,47,26,15,123,41,97,90,
672,390,47,27,15,122,41,96,90,
678,390,47,27,16,122,40,97,90,
684,390,47,27,16,121,40,97,91,
690,390,47,27,16,120,40,97,92,
696,392,49,27,16,120,40,97,92,
702,392,49,27,16,120,40,97,92,
708,392,49,27,16,119,40,97,93,
714,393,50,27,16,119,40,97,93,
720,394,51,27,16,119,40,97,93,
726,395,52,27,16,118,40,97,94,
732,396,53,27,16,117,41,97,94,
738,396,53,27,16,116,41,97,95,
744,395,53,28,17,116,40,98,95,
750,396,54,28,17,116,40,98,94,
756,396,54,28,17,116,40,98,94,
762,396,55,29,18,116,40,98,93,
768,397,56,29,18,115,40,98,94,
774,397,56,29,18,115,40,98,94,
780,397,56,29,18,115,40,98,94,
786,397,56,29,18,115,40,98,94,
792,397,56,29,18,117,41,98,92,
798,396,56,30,18,116,41,97,92,
804,396,56,30,18,115,41,97,92,
810,397,57,30,18,115,41,97,92,
816,396,58,32,18,113,41,96,92,
822,396,58,32,18,113,41,96,92,
828,395,58,33,18,112,41,95,92,
834,395,58,33,19,111,41,96,93,
840,395,58,33,19,111,41,96,93,
846,394,58,34,19,110,41,96,93,
852,395,59,34,20,109,40,97,94,
858,395,60,35,20,108,40,96,94,
864,395,60,35,20,108,40,96,94,
870,396,61,35,20,108,40,96,94,
876,396,61,35,20,106,40,96,94,
882,396,61,35,20,112,40,96,94,
888,396,61,35,20,112,40,96,94,
894,396,61,35,20,112,40,96,94,
900,397,62,35,20,111,40,96,95,
906,399,64,35,20,112,41,96,94,
912,399,64,35,20,112,41,96,94,
918,399,64,35,20,112,41,96,94,
924,400,65,35,20,112,41,96,94,
930,400,65,35,20,112,41,96,94,
936,401,66,35,20,112,41,96,94,
942,400,66,36,20,111,41,96,94,
948,400,66,36,20,111,41,96,94,
954,400,66,36,20,116,43,96,93,
960,399,66,37,20,114,43,95,94,
966,401,68,37,20,114,43,95,94,
972,401,68,37,20,114,43,95,94,
978,401,68,37,20,114,43,95,94,
984,401,68,37,20,114,43,95,94,
990,401,68,37,20,114,43,95,94,
996,401,68,37,21,114,42,96,94,
1002,401,68,37,21,114,42,96,94,
1008,401,68,37,21,115,42,96,93,
1014,402,69,37,21,115,42,96,93,
1020,402,69,37,22,115,42,97,93,
1026,402,69,37,22,124,43,97,93,
1032,402,69,37,22,124,43,97,93,
1038,402,69,37,22,124,43,97,93,
1044,403,70,37,22,125,43,97,92,
1050,403,70,37,22,126,44,97,91,
1056,403,70,37,22,126,44,97,91,
1062,403,70,37,22,126,44,97,91,
1068,405,72,37,22,125,44,97,92,
1074,405,72,37,22,128,45,97,90,
1080,404,72,38,22,128,46,96,89,
1086,404,72,38,22,128,46,96,89,
1092,401,72,40,23,126,45,96,89,
1098,400,72,41,23,120,45,96,89,
1104,401,73,41,23,120,45,96,89,
1110,401,73,41,23,121,45,96,88,
1116,401,73,41,24,120,44,97,89,
1122,400,73,42,24,119,44,97,89,
1128,400,73,42,24,119,44,97,89,
1134,400,73,42,24,119,44,97,89,
1140,400,73,42,24,120,45,97,88,
1146,400,73,42,24,120,45,97,88,
1152,400,73,42,24,120,45,97,88,
1158,400,73,42,24,121,45,97,88,
1164,400,73,42,24,121,45,97,88,
1170,401,74,42,24,116,46,97,88,
1176,402,75,42,24,116,46,97,87,
1182,402,75,42,25,116,45,98,87,
1188,403,76,42,25,116,45,98,87,
1194,403,76,42,25,116,45,98,87,
1200,404,77,42,25,116,45,98,87,
1206,405,78,42,25,116,45,98,87,
1212,405,78,42,25,116,45,98,87,
1218,405,79,43,25,115,45,97,87,
1224,405,79,43,25,115,45,97,87,
1230,404,79,43,25,114,45,97,88,
1236,404,79,43,25,115,45,97,88,
1242,404,80,44,25,112,45,96,88,
1248,404,80,44,25,113,45,96,87,
1254,404,80,44,25,113,45,96,87,
1260,404,80,44,25,114,45,96,87,
1266,404,80,44,25,114,45,96,87,
1272,404,80,44,25,115,45,96,87,
1278,404,80,44,25,114,45,96,88,
1284,403,80,45,25,114,45,95,88,
1290,404,81,45,26,115,44,96,88,
1296,404,81,45,26,113,44,96,90,
1302,401,81,47,26,112,44,95,91,
1308,401,81,47,26,113,44,95,92,
1314,402,82,47,26,111,49,95,92,
1320,401,82,48,26,110,49,95,92,
1326,401,82,48,26,111,49,95,92,
1332,401,82,48,26,113,49,95,92,
1338,401,82,48,26,113,49,95,92,
1344,400,82,49,26,113,49,95,92,
1350,400,82,49,26,113,49,95,92,
1356,399,82,50,26,112,49,95,92,
1362,399,82,50,27,113,48,96,92,
1368,399,82,50,27,114,48,96,92,
1374,400,83,50,27,114,48,96,92,
1380,401,84,50,27,115,48,96,92,
1386,401,84,50,27,116,48,96,92,
1392,401,84,50,27,113,50,96,92,
1398,402,85,50,27,115,50,96,92,
1404,403,86,50,27,115,50,96,92,
1410,402,86,51,27,114,50,95,92,
1416,402,86,51,27,114,50,95,92,
1422,402,86,51,27,113,50,95,93,
1428,402,86,51,27,114,51,95,92,
1434,400,86,53,27,112,51,93,92,
1440,400,86,53,27,111,51,93,93,
1446,400,86,53,27,111,51,93,93,
1452,400,86,53,27,111,51,93,93,
1458,401,87,53,27,111,51,93,93,
