Steps,Total Humans,Births,Deaths,Marriages,Laborers,Single Males,Married Males,Currently Migrated
6,371,0,0,0,161,25,92,76,
12,372,1,0,0,161,25,92,76,
18,372,1,0,0,161,25,92,76,
24,372,1,0,0,161,25,92,76,
30,372,1,0,0,161,25,92,76,
36,372,1,0,0,161,25,92,76,
42,372,1,0,0,161,25,92,76,
48,372,1,0,0,161,25,92,76,
54,372,1,0,0,161,25,92,76,
60,373,2,0,0,161,25,92,76,
66,373,2,0,0,161,25,92,76,
72,374,3,0,0,161,25,92,76,
78,374,3,0,0,164,27,92,76,
84,373,3,1,0,163,27,92,76,
90,373,3,1,0,163,27,92,76,
96,373,3,1,1,163,26,93,76,
102,373,3,1,1,163,26,93,76,
108,372,3,2,1,162,26,93,76,
114,372,3,2,1,162,26,93,76,
120,372,3,2,1,161,26,93,77,
126,375,6,2,1,161,26,93,77,
132,375,6,2,1,161,26,93,77,
138,376,7,2,1,162,27,93,76,
144,376,7,2,1,162,27,93,76,
150,376,7,2,1,163,27,93,77,
156,376,7,2,1,163,27,93,77,
162,376,8,2,1,162,27,93,78,
168,377,9,2,1,162,27,93,78,
174,377,9,2,1,162,27,93,78,
180,377,9,2,1,162,27,93,78,
186,377,9,2,1,162,27,93,78,
192,378,10,2,1,162,27,93,78,
198,380,12,2,2,162,26,94,78,
204,380,12,2,2,162,26,94,78,
210,379,12,3,2,161,26,94,78,
216,379,12,3,2,161,26,94,78,
222,379,12,3,2,161,27,94,79,
228,380,13,3,2,161,27,94,79,
234,380,13,3,2,161,27,94,79,
240,380,13,3,2,161,27,94,79,
246,380,14,4,2,160,27,93,79,
252,382,16,4,2,161,28,93,78,
258,382,16,4,2,161,28,93,78,
264,382,16,4,2,161,28,93,78,
270,383,17,4,2,161,28,93,78,
276,384,18,4,2,161,28,93,78,
282,384,18,4,2,160,28,93,79,
288,385,19,4,2,160,28,93,79,
294,385,19,4,2,162,34,93,78,
300,385,19,4,2,162,34,93,78,
306,386,20,4,2,162,34,93,78,
312,386,20,4,3,162,33,94,78,
318,386,21,5,3,161,33,93,78,
324,386,21,5,3,161,33,93,78,
330,386,21,5,3,161,33,93,78,
336,387,22,5,4,162,34,94,77,
342,387,22,5,4,162,34,94,77,
348,386,22,6,4,161,34,93,77,
354,384,22,8,4,160,34,93,77,
360,385,23,8,4,160,34,93,77,
366,386,24,8,4,163,38,93,77,
372,388,26,8,4,163,38,93,77,
378,389,27,8,4,162,38,93,78,
384,389,27,8,4,161,38,93,79,
390,389,27,8,4,161,38,93,79,
396,389,27,8,4,161,38,93,79,
402,389,27,8,5,160,37,94,80,
408,389,27,8,5,159,37,94,81,
414,389,27,8,5,158,37,94,82,
420,389,27,8,5,158,37,94,82,
426,389,27,8,5,158,37,94,82,
432,389,27,8,5,158,37,94,82,
438,389,27,8,5,157,44,94,82,
444,387,27,10,5,155,44,93,82,
450,387,27,10,5,155,44,93,82,
456,387,27,10,5,155,44,93,82,
462,387,27,10,6,155,43,94,82,
468,387,27,10,6,155,43,94,82,
474,387,27,10,6,155,43,94,82,
480,387,27,10,6,155,43,94,82,
486,387,27,10,6,155,43,94,82,
492,387,27,10,6,156,44,94,81,
498,386,27,11,7,154,43,94,82,
504,386,27,11,7,154,43,94,82,
510,387,28,11,7,153,43,94,83,
516,387,28,11,7,152,44,94,84,
522,388,29,11,7,151,44,94,85,
528,387,29,12,7,150,44,93,85,
534,387,29,12,7,149,44,93,86,
540,389,31,12,7,148,44,93,87,
546,389,31,12,8,148,43,94,87,
552,389,31,12,9,148,42,95,87,
558,389,31,12,9,148,42,95,87,
564,388,31,13,10,148,42,96,86,
570,388,31,13,10,147,42,96,87,
576,389,32,13,10,148,43,96,86,
582,390,33,13,10,148,43,96,86,
588,390,33,13,10,146,45,96,86,
594,390,33,13,10,147,45,96,85,
600,390,33,13,10,148,46,96,84,
606,393,36,13,10,148,46,96,84,
612,392,36,14,10,147,46,96,84,
618,393,37,14,10,147,46,96,84,
624,394,38,14,10,147,46,96,84,
630,394,38,14,10,147,46,96,84,
636,395,39,14,10,147,46,96,84,
642,394,39,15,10,146,46,95,84,
648,394,39,15,10,146,46,95,84,
654,393,39,16,10,145,46,95,84,
660,394,40,16,10,144,47,95,83,
666,395,41,16,10,144,47,95,83,
672,394,42,18,10,142,47,94,83,
678,393,42,19,12,141,46,96,83,
684,392,42,20,12,141,46,96,83,
690,391,42,21,12,140,46,96,83,
696,391,42,21,13,140,45,97,83,
702,391,42,21,14,140,44,98,83,
708,392,44,22,14,139,44,97,83,
714,393,45,22,15,138,43,98,84,
720,393,45,22,15,138,43,98,84,
726,394,46,22,16,138,42,99,84,
732,394,46,22,16,139,44,99,82,
738,394,46,22,16,139,44,99,82,
744,395,47,22,16,139,44,99,82,
750,394,47,23,17,138,43,100,82,
756,392,47,25,17,136,43,98,82,
762,391,47,26,17,135,43,97,82,
768,392,48,26,17,135,43,97,82,
774,392,48,26,18,134,42,98,83,
780,394,50,26,18,134,43,98,83,
786,395,51,26,18,134,43,98,83,
792,394,51,27,18,133,43,97,83,
798,396,53,27,18,133,43,97,83,
804,396,53,27,18,132,43,97,83,
810,396,53,27,19,131,42,98,84,
816,396,53,27,19,130,42,98,85,
