Steps,Total Humans,Births,Deaths,Marriages,Laborers,Single Males,Married Males,Currently Migrated
6,370,0,1,0,160,25,91,76,
12,370,0,1,0,159,25,91,77,
18,370,0,1,1,159,24,92,77,
24,370,0,1,1,159,24,92,77,
30,370,0,1,1,159,24,92,77,
36,370,0,1,1,159,24,92,77,
42,370,0,1,1,158,24,92,78,
48,370,0,1,1,158,24,92,78,
54,370,0,1,1,157,24,92,79,
60,369,0,2,1,157,25,92,79,
66,369,0,2,1,156,25,92,80,
72,369,0,2,1,155,25,92,81,
78,368,0,3,1,156,27,92,82,
84,369,1,3,1,156,27,92,82,
90,369,1,3,1,156,27,92,82,
96,369,1,3,1,156,27,92,82,
102,369,2,4,2,155,26,93,82,
108,369,2,4,2,154,26,93,83,
114,369,2,4,2,154,26,93,83,
120,369,3,5,2,154,26,93,83,
126,368,3,6,2,153,26,93,83,
132,368,3,6,2,153,26,93,83,
138,369,4,6,2,153,26,93,83,
144,369,4,6,2,153,26,93,83,
150,370,5,6,2,155,26,93,83,
156,370,5,6,2,155,26,93,83,
162,369,5,7,2,154,26,92,83,
168,369,5,7,2,153,26,92,84,
174,370,6,7,2,152,26,92,85,
180,369,6,8,2,150,26,91,86,
186,370,7,8,2,150,26,91,86,
192,371,8,8,2,149,26,91,87,
198,371,8,8,2,149,26,91,87,
204,370,8,9,2,147,26,91,88,
210,370,8,9,3,147,25,92,88,
216,370,8,9,3,147,25,92,88,
222,371,9,9,3,148,26,92,89,
228,372,10,9,3,148,26,92,89,
234,372,10,9,3,148,26,92,89,
240,373,11,9,3,148,26,92,89,
246,375,13,9,3,148,26,92,89,
252,375,13,9,3,148,26,92,89,
258,375,13,9,3,148,26,92,89,
264,375,13,9,3,148,26,92,89,
270,375,14,10,3,147,26,91,89,
276,374,14,11,3,147,27,91,88,
282,375,15,11,3,147,27,91,88,
288,375,15,11,3,147,27,91,88,
294,375,15,11,3,149,32,91,87,
300,375,15,11,3,149,32,91,87,
306,375,15,11,3,146,32,91,90,
312,375,15,11,3,146,32,91,90,
318,376,17,12,4,145,31,92,90,
324,376,17,12,4,145,31,92,90,
330,375,17,13,4,144,31,91,90,
336,375,18,14,5,144,30,92,90,
342,375,18,14,5,144,30,92,90,
348,374,18,15,5,143,30,91,90,
354,373,18,16,5,142,30,91,90,
360,372,18,17,5,141,30,91,90,
366,372,18,17,5,144,33,91,90,
372,373,19,17,5,143,33,91,91,
378,373,19,17,5,142,33,91,92,
384,374,20,17,5,141,33,91,93,
390,374,20,17,5,141,33,91,93,
396,374,20,17,6,140,32,92,94,
402,372,20,18,6,138,32,92,95,
408,372,20,18,6,138,32,92,95,
414,371,21,20,6,137,32,92,95,
420,371,21,20,6,136,32,92,96,
426,371,21,20,6,136,32,92,96,
432,371,22,21,6,136,32,92,96,
438,372,23,21,6,135,37,92,96,
444,372,23,21,6,135,37,92,96,
450,372,23,21,6,134,37,92,97,
456,372,23,21,6,134,37,92,97,
462,371,23,22,6,134,38,92,96,
468,370,23,23,6,132,38,91,97,
474,369,23,24,6,131,38,91,97,
480,369,23,24,6,131,38,91,97,
486,370,24,24,6,132,38,91,96,
492,370,24,24,6,132,38,91,96,
498,371,25,24,7,132,37,92,96,
504,371,25,24,7,132,37,92,96,
510,371,25,24,7,132,37,92,96,
516,371,25,24,8,131,37,93,96,
522,371,25,24,9,131,36,94,95,
528,371,25,24,9,131,36,94,95,
534,372,26,24,9,131,36,94,95,
540,371,26,25,9,130,36,94,96,
546,370,26,26,9,129,36,94,96,
552,370,26,26,9,128,36,94,97,
558,370,26,26,9,128,36,94,97,
564,370,27,27,9,127,36,93,97,
570,368,27,29,9,125,36,93,97,
576,368,27,29,9,125,36,93,97,
582,366,27,31,9,122,36,92,98,
588,366,27,31,9,121,36,92,98,
594,365,27,32,9,120,36,92,98,
600,365,27,32,9,121,36,92,97,
606,367,29,32,9,121,36,92,97,
612,368,30,32,9,121,36,92,97,
618,368,30,32,10,122,36,93,96,
624,370,32,32,10,122,36,93,96,
630,370,32,32,10,122,36,93,96,
636,371,33,32,10,121,36,93,97,
642,372,34,32,10,121,36,93,97,
648,372,34,32,10,121,36,93,97,
