Steps,Total Humans,Births,Deaths,Marriages,Laborers,Single Males,Married Males,Currently Migrated
6,371,0,0,0,161,25,92,76,
12,371,0,0,0,161,25,92,76,
18,371,0,0,0,162,26,92,75,
24,371,0,0,0,162,26,92,75,
30,370,0,1,0,160,26,91,76,
36,370,0,1,0,160,26,91,76,
42,370,0,1,0,160,26,91,76,
48,370,0,1,0,159,26,91,77,
54,369,0,1,0,158,26,91,78,
60,369,0,1,0,158,26,91,78,
66,369,0,1,0,158,26,91,78,
72,369,0,1,0,157,26,91,79,
78,369,0,1,0,160,28,91,79,
84,369,0,1,0,160,28,91,79,
90,369,0,1,1,160,27,92,79,
96,369,0,1,1,160,27,92,79,
102,369,0,1,1,161,27,92,78,
108,369,0,1,1,160,27,92,79,
114,369,0,1,1,160,27,92,79,
120,369,0,1,1,161,28,92,78,
126,369,0,1,1,160,28,92,79,
132,369,0,1,1,160,28,92,79,
138,370,1,1,1,159,28,92,80,
144,371,2,1,1,159,28,92,80,
150,371,2,1,1,160,28,92,81,
156,371,2,1,2,160,27,93,81,
162,371,2,1,2,159,27,93,82,
168,372,3,1,2,158,27,93,83,
174,372,3,1,2,157,27,93,84,
180,372,3,1,2,157,27,93,84,
186,373,4,1,2,158,28,93,83,
192,373,4,1,2,158,28,93,83,
198,374,5,1,2,158,28,93,83,
204,377,8,1,2,158,28,93,83,
210,377,8,1,2,158,29,93,83,
216,378,9,1,2,158,29,93,83,
222,378,9,1,2,159,30,93,83,
228,378,9,1,4,159,28,95,83,
234,380,11,1,4,159,28,95,83,
240,380,11,1,4,159,28,95,83,
246,382,13,1,4,159,28,95,83,
252,382,14,2,4,158,28,95,83,
258,382,14,2,4,158,28,95,83,
264,382,14,2,4,158,28,95,83,
270,382,14,2,4,158,28,95,83,
276,384,16,2,4,158,28,95,83,
282,384,17,3,4,157,28,95,83,
288,384,17,3,4,157,28,95,83,
294,384,18,4,4,157,33,94,83,
300,383,18,5,4,156,33,93,83,
306,383,18,5,4,156,33,93,83,
312,383,18,5,4,156,33,93,83,
318,385,20,5,4,156,33,93,83,
324,385,20,5,4,156,33,93,83,
330,385,20,5,4,156,33,93,83,
336,385,20,5,4,156,33,93,83,
342,386,21,5,4,156,33,93,83,
348,387,22,5,4,156,33,93,83,
354,389,24,5,4,156,33,93,83,
360,389,24,5,4,155,33,93,84,
366,389,24,5,4,158,37,93,84,
372,390,25,5,5,158,36,94,84,
378,389,25,6,5,156,36,93,85,
384,390,26,6,5,156,36,93,85,
390,390,26,6,5,156,36,93,85,
396,392,29,7,5,155,36,93,85,
402,392,29,7,5,155,36,93,85,
408,392,29,7,5,155,36,93,85,
414,394,31,7,5,155,36,93,85,
420,394,31,7,5,154,36,93,86,
426,393,31,8,5,153,36,92,86,
432,393,31,8,5,153,36,92,86,
438,392,31,9,5,151,41,91,86,
444,392,31,9,5,150,41,91,87,
450,392,31,9,5,150,41,91,87,
456,392,31,9,5,150,41,91,87,
462,392,31,9,6,150,40,92,87,
468,391,31,9,6,149,40,92,88,
474,391,31,9,6,149,40,92,88,
480,391,31,9,6,149,40,92,88,
486,391,31,9,6,149,40,92,88,
492,391,31,9,6,149,40,92,87,
498,392,32,9,7,149,39,93,87,
504,392,33,10,7,148,39,92,87,
510,392,33,10,7,148,39,92,87,
516,392,33,10,7,147,39,92,87,
522,393,34,10,7,147,39,92,87,
528,393,34,10,7,145,39,92,89,
534,393,34,10,7,145,39,92,89,
540,394,35,10,7,145,39,92,89,
546,394,35,10,7,145,39,92,89,
552,395,36,10,7,145,39,92,89,
558,394,36,11,7,144,39,92,89,
564,394,36,11,7,144,39,92,89,
570,393,36,12,7,143,39,92,89,
576,394,37,12,9,143,38,94,89,
582,395,38,12,9,143,37,94,89,
588,395,38,12,9,141,39,94,89,
594,394,38,13,9,139,39,93,90,
600,393,38,14,9,138,39,93,90,
606,393,38,14,9,138,39,93,90,
612,392,38,15,9,137,39,93,90,
618,393,39,15,9,137,39,93,90,
624,393,39,15,9,137,39,93,90,
630,394,40,15,9,137,39,93,90,
636,394,40,15,9,137,39,93,90,
642,394,40,15,9,138,40,93,89,
648,394,40,15,10,138,39,94,89,
654,394,40,15,11,138,38,95,89,
660,396,42,15,11,137,38,95,89,
666,396,42,15,11,136,38,95,90,
672,396,42,15,11,136,38,95,90,
678,397,43,15,11,136,38,95,90,
684,398,44,15,11,136,38,95,90,
690,399,46,16,11,135,38,95,90,
696,399,46,16,11,135,38,95,90,
702,399,46,16,11,135,38,95,90,
708,399,46,16,13,135,36,97,90,
714,400,47,16,13,135,36,97,90,
720,400,47,16,14,135,35,98,90,
726,401,48,16,15,136,35,99,89,
732,401,48,16,15,134,36,99,90,
738,401,48,16,16,134,35,100,90,
744,403,50,16,16,134,35,100,90,
750,404,51,16,16,133,35,100,91,
756,404,51,16,16,133,35,100,91,
762,404,51,16,16,133,35,100,91,
768,404,51,16,16,133,35,100,91,
774,405,52,16,16,133,35,100,91,
780,405,53,16,17,133,35,101,91,
786,406,54,16,18,133,34,102,91,
792,407,55,16,18,133,34,102,91,
798,407,55,16,18,132,34,102,92,
804,409,57,16,18,131,34,102,92,
810,409,57,16,18,131,34,102,92,
816,409,57,16,18,132,35,102,91,
822,409,57,16,18,132,35,102,91,
828,409,57,16,19,132,34,103,91,
834,410,58,16,19,130,34,103,93,
840,410,58,16,19,129,34,103,94,
846,411,59,16,19,129,34,103,94,
852,412,60,16,19,129,34,103,94,
858,413,61,16,20,129,33,104,94,
864,414,63,17,20,128,33,103,94,
870,414,63,17,21,128,32,104,94,
876,415,64,17,21,125,32,104,94,
882,415,64,17,21,131,32,104,94,
888,416,65,17,22,132,32,105,93,
894,417,66,17,22,132,32,105,93,
900,417,66,17,22,132,32,105,93,
906,417,66,17,22,132,32,105,93,
912,417,66,17,22,132,32,105,93,
918,418,67,17,22,132,32,105,93,
924,418,67,17,23,132,32,106,93,
930,418,67,17,23,132,32,106,93,
936,417,67,18,23,131,32,105,93,
942,417,68,19,23,130,32,104,93,
948,418,69,19,23,129,32,104,94,
954,418,69,19,23,133,33,104,94,
960,419,70,19,23,133,33,104,94,
966,418,70,20,23,132,33,104,94,
972,418,70,20,23,132,33,104,94,
978,416,70,22,23,130,33,104,94,
984,415,70,23,23,129,33,103,94,
990,416,71,23,23,130,34,103,93,
996,417,72,23,23,130,34,103,93,
1002,417,72,23,23,130,34,103,93,
1008,417,72,23,23,130,34,103,93,
1014,416,72,24,23,129,34,102,93,
1020,416,72,24,23,129,34,102,93,
1026,416,72,24,23,138,36,102,93,
