Steps,Total Humans,Births,Deaths,Marriages,Laborers,Single Males,Married Males,Currently Migrated
6,371,0,0,0,161,25,92,76,
12,371,0,0,0,160,25,92,77,
18,370,0,1,0,160,25,92,76,
24,370,0,1,0,159,25,92,77,
30,370,0,1,0,159,25,92,77,
36,370,0,1,0,159,25,92,77,
42,370,0,1,0,159,25,92,77,
48,370,0,1,0,159,25,92,77,
54,368,0,3,0,157,25,92,77,
60,368,0,3,0,157,25,92,77,
66,368,0,3,0,157,25,92,77,
72,368,0,3,0,156,25,92,78,
78,370,2,3,0,159,27,92,78,
84,370,2,3,0,159,27,92,78,
90,369,2,4,0,158,27,92,78,
96,370,3,4,1,159,27,93,77,
102,370,3,4,1,159,27,93,77,
108,370,3,4,1,159,27,93,77,
114,370,3,4,1,159,27,93,77,
120,371,4,4,1,158,27,93,78,
126,372,5,4,1,158,27,93,78,
132,372,5,4,1,158,27,93,78,
138,373,6,4,1,158,27,93,78,
144,372,6,5,1,157,27,93,78,
150,373,7,5,1,159,27,93,78,
156,374,8,5,1,159,27,93,78,
162,374,8,5,1,159,27,93,78,
168,374,8,5,1,159,27,93,78,
174,374,8,5,1,159,27,93,78,
180,374,8,5,1,159,27,93,78,
186,374,8,5,1,159,27,93,78,
192,373,8,6,1,158,27,92,78,
198,372,8,7,1,157,27,91,78,
204,370,8,8,1,155,27,90,79,
210,371,9,8,1,155,27,90,79,
216,372,10,8,1,155,27,90,79,
222,373,11,8,1,156,28,90,79,
228,373,11,8,1,157,28,90,78,
234,373,11,8,1,157,28,90,78,
240,373,11,8,2,157,27,91,78,
246,374,12,8,3,157,26,92,78,
252,374,12,8,3,157,26,92,78,
258,375,13,8,3,157,26,92,78,
264,374,13,9,3,156,26,91,78,
270,374,13,9,3,157,26,91,77,
276,375,14,9,3,156,26,91,78,
282,376,15,9,3,155,26,91,79,
288,376,15,9,3,154,26,91,80,
294,378,17,9,3,155,30,91,80,
300,377,17,10,3,154,30,90,80,
306,377,17,10,3,153,30,90,81,
312,378,18,10,3,153,30,90,81,
318,377,18,11,3,152,30,90,81,
324,377,18,11,3,152,30,90,81,
330,377,18,11,4,151,29,91,82,
336,377,18,11,4,151,29,91,82,
342,377,18,11,4,151,29,91,82,
348,376,18,12,4,150,29,91,82,
354,376,18,12,4,150,29,91,82,
360,376,18,12,4,150,29,91,82,
366,376,19,13,4,152,33,91,82,
372,375,19,14,4,150,33,90,83,
378,375,19,14,5,150,32,91,83,
384,375,19,14,5,150,32,91,83,
390,375,19,14,5,150,32,91,83,
396,375,20,15,5,149,32,91,83,
402,375,21,16,6,148,31,92,83,
408,375,21,16,6,148,31,92,83,
414,376,22,16,6,148,31,92,83,
420,377,23,16,6,148,31,92,83,
426,378,24,16,6,147,31,92,84,
432,377,24,17,6,147,31,92,84,
438,378,25,17,6,146,39,92,84,
444,378,25,17,6,146,39,92,84,
450,378,25,17,6,146,39,92,84,
456,378,25,17,6,146,39,92,84,
462,378,25,17,7,146,38,93,84,
468,378,25,17,7,146,38,93,84,
474,379,26,17,7,146,38,93,84,
480,380,27,17,7,145,38,93,85,
486,380,27,17,8,145,37,94,85,
492,380,27,17,8,145,37,94,85,
498,378,27,19,8,143,38,94,85,
504,378,27,19,9,143,37,95,84,
510,379,28,19,9,144,37,95,83,
516,379,28,19,9,142,38,95,84,
522,379,28,19,10,142,37,96,84,
528,381,30,19,10,142,37,96,84,
534,382,31,19,11,142,36,97,84,
540,383,32,19,12,142,35,98,84,
