Steps,Total Humans,Births,Deaths,Marriages,Laborers,Single Males,Married Males,Currently Migrated
6,371,0,0,0,161,25,92,76,
12,371,0,0,0,161,25,92,76,
18,371,0,0,0,161,25,92,76,
24,370,0,1,0,160,25,91,76,
30,370,0,1,0,160,25,91,76,
36,370,0,1,0,160,25,91,76,
42,370,0,1,0,160,25,91,76,
48,370,0,1,1,160,24,92,76,
54,369,0,2,1,160,24,92,76,
60,368,0,3,1,160,25,92,75,
66,367,0,4,1,159,25,92,75,
72,367,0,4,2,159,24,93,75,
78,368,1,4,2,162,26,93,75,
84,370,3,4,2,162,26,93,75,
90,371,4,4,2,161,26,93,76,
96,371,4,4,2,160,26,93,77,
102,371,4,4,2,160,26,93,77,
108,372,5,4,2,160,26,93,77,
114,371,5,5,2,159,26,93,77,
120,370,5,6,2,158,26,92,77,
126,371,6,6,2,158,26,92,77,
132,371,6,6,2,158,26,92,77,
138,372,7,6,2,158,26,92,77,
144,372,7,6,2,158,26,92,77,
150,373,8,6,2,160,26,92,77,
156,373,8,6,2,159,26,92,78,
162,373,8,6,2,159,26,92,78,
168,374,9,6,2,159,26,92,78,
174,376,11,6,2,159,26,92,78,
180,377,12,6,2,159,26,92,78,
186,378,13,6,2,159,26,92,78,
192,379,14,6,2,159,26,92,78,
198,379,14,6,2,159,26,92,78,
204,380,15,6,3,159,25,93,78,
210,381,16,6,3,160,25,93,77,
216,380,16,7,3,159,25,93,77,
222,380,16,7,3,160,26,93,77,
228,380,16,7,3,160,26,93,77,
234,380,16,7,3,159,26,93,78,
240,380,16,7,3,159,26,93,78,
246,381,17,7,3,159,26,93,78,
252,385,21,7,3,159,26,93,78,
258,385,21,7,3,159,26,93,78,
264,383,21,9,3,157,26,92,78,
270,382,21,10,3,156,26,91,78,
276,383,22,10,3,156,26,91,78,
282,382,22,10,3,155,26,91,79,
288,382,23,11,3,154,26,91,79,
294,382,23,11,3,154,31,91,80,
300,382,23,11,3,154,31,91,80,
306,382,23,11,3,154,31,91,80,
312,381,23,12,3,153,31,91,80,
318,381,23,12,3,154,32,91,79,
324,382,24,12,3,154,32,91,79,
330,382,25,13,3,153,32,91,79,
336,383,26,13,3,153,32,91,79,
342,383,26,13,3,153,32,91,79,
348,383,26,13,3,155,34,91,77,
354,383,26,13,3,155,34,91,77,
360,383,26,13,3,155,34,91,77,
366,384,27,13,3,157,37,91,78,
372,384,27,13,3,157,37,91,78,
378,384,27,13,3,157,37,91,78,
384,383,27,14,3,156,37,90,78,
390,384,28,14,3,156,37,90,78,
396,384,28,14,3,156,37,90,78,
402,384,28,14,3,155,37,90,79,
408,384,28,14,4,155,36,91,79,
414,384,28,14,4,155,36,91,79,
420,384,29,15,4,154,36,90,79,
426,384,29,15,4,154,36,90,79,
432,384,29,15,4,154,36,90,79,
438,384,29,15,4,153,44,90,79,
444,384,29,15,6,152,42,92,80,
450,385,30,15,6,152,42,92,80,
456,384,30,16,7,151,41,93,80,
462,385,31,16,7,151,41,93,80,
468,387,34,16,7,150,41,93,81,
474,387,34,16,7,150,41,93,81,
480,388,35,16,7,150,41,93,81,
486,388,35,16,8,150,40,94,81,
492,388,35,16,8,151,41,94,80,
498,388,36,17,9,150,40,95,80,
504,389,37,17,9,150,40,95,80,
510,388,37,18,9,149,40,94,80,
516,388,37,18,9,145,41,94,83,
522,388,37,18,9,145,41,94,83,
528,388,37,18,10,144,40,95,84,
534,388,37,18,10,144,40,95,84,
540,389,38,18,10,144,40,95,84,
546,391,40,18,11,144,39,96,84,
552,390,40,19,11,143,39,95,84,
558,391,41,19,11,142,39,95,85,
564,389,41,21,11,139,39,93,86,
570,390,42,21,11,139,39,93,86,
576,390,42,21,11,139,39,93,86,
582,390,42,21,12,138,38,94,87,
588,390,42,21,12,136,39,94,87,
594,390,42,21,13,136,39,95,87,
600,390,43,22,14,136,38,96,86,
606,391,44,22,14,136,38,96,86,
612,391,44,22,14,136,38,96,86,
618,391,44,22,14,135,38,96,87,
624,391,44,22,14,134,38,96,88,
630,389,44,24,14,132,38,95,88,
636,391,46,24,14,131,38,95,89,
642,391,46,24,14,130,38,95,90,
648,391,46,24,14,130,38,95,90,
654,391,46,24,14,129,38,95,91,
660,392,47,24,14,127,38,95,91,
666,392,47,24,14,127,38,95,91,
672,392,47,24,14,127,38,95,91,
678,392,47,24,14,127,38,95,91,
684,392,47,24,14,127,38,95,91,
690,393,48,24,14,126,38,95,92,
696,393,48,24,15,125,37,96,93,
702,395,50,24,15,125,37,96,93,
708,395,50,24,15,125,37,96,93,
714,395,50,24,15,125,37,96,93,
720,395,50,24,15,125,37,96,93,
726,394,50,25,15,124,37,95,93,
732,393,50,26,15,122,38,95,93,
738,393,50,26,15,121,38,95,94,
744,393,51,27,15,120,38,95,94,
750,392,51,28,15,119,38,94,94,
756,392,51,28,15,119,38,94,94,
762,392,52,29,15,117,38,94,95,
768,392,52,29,15,118,38,94,94,
774,392,52,29,15,118,38,94,94,
780,392,52,29,15,118,38,94,94,
786,392,52,29,15,119,39,94,93,
792,392,52,29,15,119,39,94,93,
798,392,52,29,15,119,39,94,93,
804,393,53,29,15,118,39,94,93,
810,393,53,29,15,118,39,94,93,
816,394,54,29,15,118,39,94,93,
822,394,54,29,15,118,39,94,93,
828,393,54,30,15,117,39,94,93,
834,393,54,30,15,117,39,94,93,
840,393,54,30,15,117,39,94,93,
846,393,54,30,15,117,39,94,93,
852,393,54,30,15,117,39,94,93,
858,393,54,30,15,116,39,94,94,
864,393,54,30,15,116,39,94,94,
870,393,54,30,15,116,39,94,94,
876,393,54,30,15,114,39,94,94,
882,393,54,30,15,119,39,94,94,
888,392,54,31,15,119,40,93,93,
894,392,54,31,16,119,39,94,93,
900,391,54,32,17,118,38,94,93,
906,391,54,32,17,118,38,94,93,
912,391,54,32,17,118,38,94,93,
918,391,54,32,17,116,38,94,95,
924,391,54,32,17,115,38,94,96,
930,391,54,32,17,115,38,94,96,
936,391,54,32,17,115,38,94,96,
942,391,54,32,18,114,37,95,97,
948,391,54,32,18,114,37,95,97,
954,389,54,34,18,116,38,93,97,
960,389,54,34,18,117,38,93,96,
966,390,55,34,18,116,38,93,97,
972,390,55,34,18,116,38,93,97,
978,391,56,34,18,116,38,93,97,
984,392,57,34,18,116,38,93,97,
990,391,57,35,18,114,38,93,98,
996,391,57,35,19,114,37,94,98,
1002,392,58,35,20,114,36,95,98,
1008,392,58,35,20,115,36,95,97,
1014,392,58,35,20,115,36,95,96,
1020,392,58,35,20,114,36,95,97,
1026,392,58,35,20,123,38,95,97,
