Steps,Male 0-10,Male 10-20,Male 20-30,Male 30-40,Male 40-50,Male 50-60,Male 60-70,Male 70-80,Male 80-90,Male 90+,Female 0-10,Female 10-20,Female 20-30,Female 30-40,Female 40-50,Female 50-60,Female 60-70,Female 70-80,Female 80-90,Female 90+
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
12,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,3,
18,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,3,
24,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,3,
30,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,3,
36,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,3,
42,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,3,
48,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,3,
54,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,3,
60,34,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,3,
66,34,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,3,
72,34,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,3,
78,34,46,47,43,44,29,37,23,4,0,27,44,20,18,28,25,29,22,10,3,
84,35,46,47,43,44,29,37,23,4,0,27,44,20,18,28,25,29,22,9,3,
90,35,46,47,43,44,29,37,23,4,0,27,44,20,18,28,25,29,22,9,3,
96,35,45,47,43,44,29,37,23,4,0,27,44,20,18,28,25,29,22,9,3,
102,35,45,47,43,44,29,37,23,4,0,27,44,20,18,28,25,29,22,9,3,
108,35,45,47,43,44,29,37,23,4,0,27,44,20,18,28,25,29,22,9,3,
114,35,45,47,43,44,29,37,23,4,0,28,44,20,18,28,25,29,22,9,3,
120,35,45,47,43,44,29,37,23,4,0,28,44,20,18,28,25,29,22,9,3,
126,35,45,47,43,44,29,37,23,4,0,28,44,20,18,28,25,29,22,9,3,
132,36,45,47,43,44,29,37,23,4,0,29,44,20,18,28,25,29,22,9,3,
138,37,45,47,43,44,29,37,23,4,0,29,44,20,18,28,25,29,22,9,3,
144,37,45,47,43,44,29,37,23,4,0,29,44,20,18,28,25,29,22,9,3,
150,36,44,46,41,46,32,35,23,6,0,28,44,20,19,25,25,31,23,10,3,
156,36,44,46,41,46,32,35,23,6,0,28,44,20,19,25,25,30,23,10,3,
162,37,44,46,41,46,32,35,23,6,0,28,44,20,19,25,25,30,23,10,3,
168,38,44,46,41,46,32,35,23,6,0,28,44,20,19,25,24,30,23,10,3,
174,38,44,46,41,46,32,35,23,6,0,28,44,20,19,25,24,30,23,10,3,
180,38,44,46,41,46,32,35,23,6,0,28,44,20,19,25,24,30,23,10,3,
186,38,44,46,41,46,32,35,23,6,0,28,44,20,19,25,24,30,23,10,3,
192,38,44,46,41,46,32,35,23,6,0,29,44,20,19,25,24,30,23,10,3,
198,38,44,46,41,46,32,35,23,6,0,29,44,20,19,25,24,30,23,10,3,
204,38,44,46,41,46,32,35,23,6,0,29,44,20,19,25,24,30,23,10,3,
210,38,44,46,41,46,32,35,23,6,0,29,44,20,19,25,24,29,23,10,3,
216,39,44,46,41,46,32,35,23,6,0,29,44,20,19,25,24,29,23,10,3,
222,38,41,48,38,51,30,36,23,8,0,30,38,23,20,27,23,28,25,10,3,
228,38,41,48,38,51,30,36,22,8,0,30,38,23,20,27,23,28,25,10,3,
234,38,41,48,38,51,30,36,22,8,0,30,38,23,20,27,23,28,25,10,3,
240,38,41,48,38,51,30,36,22,8,0,32,38,23,20,27,23,28,25,10,3,
246,38,41,48,38,51,30,36,22,8,0,32,38,23,20,27,23,28,25,10,3,
252,38,41,48,38,51,30,36,22,8,0,32,38,23,20,27,23,28,25,10,3,
258,38,41,48,38,51,30,36,22,8,0,33,38,23,20,27,23,28,25,10,3,
264,38,41,48,38,51,30,35,22,8,0,33,38,23,20,27,23,28,25,10,3,
270,39,41,48,38,51,30,35,22,8,0,33,38,23,20,27,23,28,25,10,3,
276,40,41,48,38,51,30,34,22,8,0,34,38,23,20,27,23,28,25,10,3,
282,40,41,48,38,51,30,34,22,8,0,34,38,23,20,27,23,28,25,10,3,
288,40,41,48,38,51,30,34,22,8,0,34,38,23,20,27,23,28,25,10,3,
294,40,37,45,40,55,30,33,22,10,0,32,38,25,19,24,27,28,23,12,3,
