Steps,Male 0-10,Male 10-20,Male 20-30,Male 30-40,Male 40-50,Male 50-60,Male 60-70,Male 70-80,Male 80-90,Male 90+,Female 0-10,Female 10-20,Female 20-30,Female 30-40,Female 40-50,Female 50-60,Female 60-70,Female 70-80,Female 80-90,Female 90+
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,3,
12,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
18,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
24,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
30,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
36,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
42,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
48,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
54,33,47,49,45,41,28,37,23,4,0,27,46,19,17,30,23,28,22,10,3,
60,33,47,49,45,41,28,37,23,4,0,27,46,19,17,30,23,28,22,10,3,
66,33,47,49,45,41,28,37,23,4,0,28,46,19,17,30,23,28,22,10,3,
72,33,47,49,45,41,28,37,23,4,0,28,46,19,17,30,23,27,22,10,3,
78,34,46,47,43,44,29,37,24,4,0,28,44,20,18,28,25,27,22,10,3,
84,34,46,47,43,44,29,37,23,4,0,28,44,20,18,28,25,27,22,10,3,
90,35,46,47,43,44,29,37,23,4,0,29,44,20,18,28,25,27,22,10,3,
96,35,46,47,43,44,29,37,23,4,0,29,44,20,18,28,25,27,22,10,3,
102,35,46,47,43,44,29,37,23,4,0,29,44,20,18,28,25,27,22,10,3,
108,36,46,47,43,44,29,37,23,4,0,29,44,20,18,28,25,27,21,10,3,
114,36,46,47,43,44,29,37,23,4,0,29,44,20,18,28,25,27,21,10,3,
120,37,46,47,43,44,29,37,23,4,0,29,44,20,18,28,25,27,21,10,2,
126,37,46,47,43,44,29,37,23,4,0,29,44,20,18,28,25,27,21,10,2,
132,37,46,47,43,44,29,37,23,4,0,29,44,20,18,28,25,27,21,10,2,
138,37,46,47,43,44,29,37,23,4,0,30,44,20,18,28,25,27,21,10,2,
144,37,46,47,43,44,29,37,23,4,0,31,44,20,18,28,25,27,21,10,2,
150,36,45,46,41,46,32,35,23,6,0,29,44,20,19,25,25,29,22,11,2,
156,36,45,46,41,46,32,35,23,6,0,30,44,20,19,25,25,29,22,11,2,
162,36,45,46,41,46,32,35,23,6,0,30,44,20,19,25,25,29,22,11,2,
168,38,45,46,41,46,32,35,23,6,0,30,44,20,19,25,25,29,22,11,2,
174,39,45,46,41,46,32,35,23,6,0,30,44,20,19,25,25,29,22,11,2,
180,39,45,46,41,46,32,35,23,6,0,30,44,20,19,25,25,29,22,11,2,
186,39,45,46,41,46,32,35,23,6,0,30,44,20,19,25,25,29,22,11,2,
192,40,45,46,41,46,32,35,23,6,0,32,44,20,19,25,25,29,22,11,2,
198,42,45,46,41,46,32,35,23,6,0,33,44,20,19,25,25,29,22,11,2,
204,42,45,46,41,46,32,35,23,6,0,33,44,20,19,25,25,29,22,11,2,
210,43,45,46,41,46,32,35,23,6,0,33,44,20,19,25,25,28,22,11,2,
216,45,45,46,41,46,32,35,23,6,0,33,44,20,19,25,25,28,22,11,2,
222,44,42,48,38,51,30,36,23,8,0,33,38,23,20,27,24,27,24,11,2,
228,44,42,48,38,51,30,36,23,8,0,34,38,23,20,27,24,27,24,11,2,
234,44,42,48,38,51,30,36,23,8,0,34,38,23,20,27,24,27,24,11,2,
240,45,42,48,38,51,30,36,23,8,0,35,38,23,20,27,24,27,24,11,2,
246,45,42,48,38,51,30,36,23,8,0,35,38,23,20,27,24,27,24,11,2,
252,45,42,48,38,51,30,36,23,8,0,36,38,23,20,27,24,27,24,11,2,
258,45,42,48,38,51,30,34,23,8,0,37,38,23,20,27,24,26,24,11,2,
264,45,42,48,38,51,30,33,23,8,0,37,38,23,20,27,24,26,24,11,2,
270,47,42,48,38,51,30,33,22,8,0,37,38,23,20,27,24,26,24,11,2,
276,47,42,48,38,51,30,33,22,8,0,37,38,23,20,27,24,26,24,11,2,
282,47,42,48,38,51,30,33,22,8,0,37,38,23,20,27,24,26,24,11,2,
288,47,42,48,38,51,30,33,22,8,0,37,38,23,20,27,24,26,24,11,2,
294,48,38,45,40,55,30,32,22,10,0,35,38,25,19,24,28,26,22,13,2,
300,48,38,45,40,55,30,32,22,10,0,35,38,25,19,24,28,26,22,13,2,
306,48,38,45,40,55,30,32,21,10,0,35,38,25,19,24,28,26,22,13,2,
312,48,38,45,40,55,30,32,21,10,0,35,38,25,19,24,28,26,22,13,2,
318,48,38,45,40,55,30,32,21,10,0,35,38,25,19,24,28,26,22,13,2,
324,49,38,45,40,55,30,32,21,10,0,35,38,25,19,24,28,26,22,13,2,
330,49,38,45,40,55,30,32,21,10,0,35,38,25,19,24,28,26,22,13,2,
336,50,38,45,40,55,30,32,21,10,0,35,38,25,19,24,28,26,22,13,2,
342,52,38,45,40,55,30,32,21,10,0,35,38,25,19,24,28,26,22,13,2,
348,52,38,45,40,55,30,32,21,10,0,35,38,25,19,24,28,26,22,13,2,
354,52,38,45,40,55,30,32,21,10,0,35,38,25,19,24,28,26,22,13,2,
360,52,38,45,40,55,30,32,21,10,0,35,38,25,19,24,28,26,21,13,2,
366,52,31,47,46,50,35,27,25,10,1,34,36,28,18,23,28,27,20,15,2,
372,52,31,47,46,50,35,27,25,10,1,34,36,28,18,23,28,27,20,15,2,
378,52,31,47,46,50,35,27,25,10,1,34,36,28,18,23,28,27,20,15,2,
384,52,31,47,46,50,35,27,25,10,1,34,36,28,18,23,28,27,20,15,2,
390,52,31,47,46,50,35,27,25,10,1,34,36,28,18,23,28,27,20,15,2,
396,52,31,47,46,50,35,27,25,10,1,34,36,28,18,23,28,27,20,15,2,
402,52,31,47,46,50,35,27,25,10,1,34,36,28,18,23,28,26,20,15,2,
408,53,31,47,46,50,35,27,25,10,1,34,36,28,18,23,28,26,20,15,2,
414,53,31,47,46,50,35,27,25,10,1,34,36,28,18,23,28,26,20,15,2,
420,53,31,47,46,50,35,27,25,10,1,34,36,28,18,23,28,26,20,15,2,
426,53,31,47,46,50,35,27,25,10,1,34,36,28,18,23,28,26,20,15,2,
432,53,31,47,46,50,35,26,25,10,1,34,36,28,18,23,28,26,20,15,2,
438,53,30,42,46,51,39,23,29,10,1,33,34,31,16,22,29,26,22,15,2,
444,53,30,42,46,51,39,23,29,10,1,33,34,31,16,22,29,26,22,15,2,
450,53,30,42,46,51,39,23,29,10,1,33,34,31,16,22,29,26,22,15,2,
456,54,30,42,46,51,39,23,29,10,1,33,34,31,16,22,29,26,22,15,2,
462,54,30,42,46,51,39,23,29,10,1,33,34,31,16,22,29,26,22,15,2,
468,54,30,42,46,51,39,23,29,10,1,33,34,31,16,22,29,26,22,15,2,
474,55,30,42,46,51,39,23,29,10,1,33,34,31,16,22,29,26,22,15,2,
480,56,30,42,46,51,39,23,29,10,1,34,34,31,16,22,29,26,22,15,2,
486,56,30,42,46,51,39,23,29,10,1,34,34,31,16,22,29,26,22,15,2,
492,56,30,42,46,51,39,23,29,10,1,34,34,31,16,22,29,26,22,15,2,
498,56,30,42,46,51,39,23,29,10,1,34,34,31,16,22,29,26,22,15,2,
504,56,30,42,46,51,39,23,29,10,1,34,34,31,16,22,29,26,22,15,2,
510,56,30,42,46,51,39,23,29,10,1,35,34,31,16,22,29,26,22,15,2,
516,51,33,39,49,50,38,23,33,9,2,35,35,28,16,23,30,24,23,16,3,
522,51,33,39,49,50,38,22,33,9,2,35,35,28,16,23,30,24,23,16,3,
528,53,33,39,49,50,38,22,33,9,2,36,35,28,16,23,30,24,23,16,3,
534,54,33,39,49,50,38,22,33,9,2,36,35,28,16,23,30,24,23,16,3,
540,54,33,39,49,50,38,22,33,9,2,36,35,28,16,23,30,24,23,16,3,
546,54,33,39,49,50,38,22,33,9,2,36,34,28,16,23,30,24,23,16,3,
552,54,33,39,49,50,38,22,33,9,2,36,33,28,16,23,30,24,23,16,3,
558,55,33,39,49,50,38,22,33,9,2,36,33,28,16,23,30,24,23,16,3,
564,55,33,39,49,50,38,22,33,9,2,36,33,28,16,23,30,24,23,16,3,
