Steps,Total Humans,Births,Deaths,Marriages,Laborers,Single Males,Married Males,Currently Migrated
6,370,0,1,0,160,25,91,76,
12,370,0,1,0,160,25,91,76,
18,370,0,1,0,159,25,91,77,
24,370,0,1,0,160,26,91,76,
30,369,0,2,0,158,26,90,77,
36,369,0,2,0,158,26,90,77,
42,368,0,3,0,157,26,90,77,
48,368,0,3,0,157,26,90,77,
54,368,0,3,0,157,26,90,77,
60,368,0,3,0,157,26,90,77,
66,368,0,3,1,157,25,91,77,
72,368,0,3,1,157,25,91,77,
78,368,0,3,1,160,27,91,77,
84,368,0,3,1,160,27,91,77,
90,370,2,3,1,160,27,91,77,
96,370,2,3,1,160,27,91,77,
102,370,2,3,1,158,27,91,79,
108,370,3,3,1,157,27,91,80,
114,370,3,3,1,157,27,91,80,
120,369,3,3,1,156,27,91,81,
126,370,4,3,1,156,27,91,81,
132,370,4,3,1,156,27,91,81,
138,371,5,3,1,156,27,91,81,
144,371,5,3,1,156,27,91,81,
150,370,5,4,1,157,27,90,81,
156,370,5,4,1,157,27,90,81,
162,370,5,4,2,158,27,91,80,
168,370,5,4,2,157,27,91,81,
174,370,6,5,2,157,28,91,80,
180,372,8,5,2,156,28,91,81,
186,373,9,5,2,156,28,91,81,
192,372,9,6,2,156,29,90,80,
198,373,10,6,2,156,29,90,80,
204,375,12,6,2,156,30,90,80,
210,377,14,6,2,156,30,90,80,
216,376,14,7,2,155,30,89,80,
222,376,14,7,2,157,31,89,80,
228,376,14,7,2,157,31,89,80,
234,376,14,7,2,156,31,89,81,
240,376,14,7,2,157,31,89,80,
246,378,16,7,3,157,30,90,80,
252,378,16,7,3,157,30,90,80,
258,379,17,7,3,157,30,90,80,
264,379,17,7,3,157,30,90,80,
270,381,19,7,3,157,30,90,80,
276,381,19,7,3,157,30,90,80,
282,382,20,7,3,156,30,90,81,
288,382,20,7,4,155,29,91,82,
294,382,20,7,4,156,32,91,82,
300,382,21,8,4,155,32,90,82,
306,383,22,8,4,154,32,90,83,
312,386,25,8,4,155,33,90,82,
318,386,25,8,4,155,33,90,82,
324,387,26,8,4,155,33,90,82,
330,389,28,8,4,155,33,90,82,
336,388,28,9,4,154,33,90,82,
342,389,29,9,4,154,33,90,82,
348,389,29,9,4,154,33,90,82,
354,390,30,9,4,154,33,90,82,
360,390,30,9,4,154,33,90,82,
366,391,31,9,4,157,37,90,82,
372,390,31,10,4,156,37,90,82,
378,391,32,10,4,156,37,90,82,
384,391,32,10,4,156,37,90,82,
390,391,32,10,4,156,37,90,82,
396,391,32,10,4,154,37,90,84,
402,391,32,10,4,154,37,90,84,
408,391,32,10,4,154,37,90,84,
414,392,33,10,4,154,37,90,84,
420,393,34,10,4,154,37,90,84,
426,394,36,11,4,153,37,90,84,
432,395,37,11,4,153,37,90,84,
438,395,37,11,4,152,44,90,84,
444,395,37,11,4,152,44,90,84,
450,395,37,11,4,152,44,90,84,
456,395,37,11,4,152,44,90,84,
462,395,37,11,4,151,44,90,85,
468,395,37,11,4,151,44,90,85,
474,395,37,11,4,151,44,90,85,
480,395,37,11,6,151,42,92,85,
486,393,37,13,6,150,43,92,85,
492,393,37,13,7,151,43,93,84,
498,392,37,14,7,150,43,92,84,
504,392,37,14,7,150,43,92,84,
510,392,37,14,7,150,43,92,84,
516,392,37,14,7,149,44,92,84,
522,392,37,14,7,149,44,92,84,
528,393,38,14,7,149,44,92,84,
534,394,39,14,7,149,44,92,84,
540,394,39,14,7,149,44,92,84,
546,394,39,14,7,149,44,92,84,
552,394,39,14,7,149,44,92,84,
558,395,40,14,7,149,44,92,84,
564,396,41,14,7,149,44,92,84,
570,396,41,14,7,149,44,92,84,
576,397,42,14,7,149,44,92,84,
582,398,43,14,7,149,44,92,84,
588,398,43,14,8,147,45,93,84,
594,398,43,14,9,147,45,94,84,
600,399,44,14,9,147,44,94,84,
606,399,44,14,9,147,44,94,84,
612,402,47,14,10,147,43,95,84,
618,402,47,14,10,147,43,95,84,
624,403,48,14,11,147,43,96,84,
630,402,48,15,11,145,42,95,85,
636,403,49,15,11,145,43,95,85,
642,402,49,16,11,144,43,95,85,
648,400,49,18,11,142,43,95,85,
654,400,49,18,11,142,43,95,85,
660,400,49,18,11,140,43,95,85,
666,400,49,18,11,140,43,95,85,
672,401,50,18,11,139,43,95,86,
678,401,50,18,11,140,44,95,85,
684,401,50,18,11,140,44,95,85,
690,402,51,18,12,140,43,96,85,
696,401,51,19,12,138,43,95,86,
702,401,51,19,12,137,43,95,87,
